TUNETUL FC,,A ISPAS,11,,1,,Etapa a 7-a,echipa,puncte,,,BOBA JUNIORS,,S BOBEICA,10,,3,,Etapa a 7-a,echipa,puncte,,,,,,,,,
5,Calafiori,ARS,0,,Sa,,Sulc,LYO,0,,,5,Koch,FRA,0,,Sa,,Eze,ARS,0,,,,,,,,,
6,Bertola,UDI,0,,Sa,,Komur,AUG,0,,,6,Lacroix,CP,0,,Sa,,Kebbal,PRS,0,,,,,,,,,
7,Del Prato,PAR,0,,Du,,Evanilson,BOU,0,,,7,Di Lorenzo,NAP,0,,Sa,,Salah,LIV,1,,,,,,,,,
MIJLOCASI,,,,,#N/A,,J Pedro,CHE,1,,,MIJLOCASI,,,,,#N/A,,Greenwood,OM,0,,,,,,,,,
8,Olmo,BAR,0,,Du,,Vinicius Jr,RM,0,,,8,Eze,ARS,0,,Sa,,Woltemade,NEW,0,,,,,,,,,
9,Zaccagni,LAZ,1,,Lu,PUNCTE,12,scor,2,0,,9,Bellingham,RM,1,,Sa,PUNCTE,13,scor,2,1,,,,,,,,
10,Sulc,LYO,0,,Du,,formula,343,,,,10,Grealish,EVE,0,,Lu,,formula,343,,,,,,,,,,
11,Odegaard,ARS,0,,Sa,,,,,,,11,Kebbal,PRS,0,,Sa,,,,,,,,,,,,,
12,El Aynaoui,ROM,0,,Du,,,,,,,12,O Bobb,MC,0,,Du,,,,,,,,,,,,,
13,Komur,AUG,0,,Vi,,,,,,,13,Joelinton,NEW,0,,Du,,,,,,,,,,,,,
14,Collocolo,CRE,0,,Sa,,,,,,,14,Palazon,VLC,0,,Sa,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,J Pedro,CHE,1,,Sa,,,,,,,15,Salah,LIV,1,,Sa,,,,,,,,,,,,,
16,Vinicius Jr,RM,0,,Sa,,,,,,,16,Greenwood,OM,0,,Sa,,,,,,,,,,,,,
17,N Williams,BIL,0,,Sa,,,,,,,17,Woltemade,NEW,0,,Du,,,,,,,,,,,,,
18,Lookman,ATA,0,,Sa,,,,,,,18,Berardi,SAS,1,,Lu,,,,,,,,,,,,,
19,Evanilson,BOU,0,,Du,,,,,,,19,Puado,ESP,0,,Du,,,,,,,,,,,,,
20,Ilic,UB,0,,Sa,,,,,,,20,H Duro,VAL,0,,Sa,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC TORPILA BUCURESTI,,R ENACHESCU,15,,0,,Etapa a 7-a,echipa,puncte,,,FC WIN MASTER,,B GHEORGHE,10,,1,,Etapa a 7-a,echipa,0,,,,,,,,,
PORTARI,,,,,,,Barcelona,BAR,,1,,PORTARI,,,,,,,LYON,LYO,,0,,,,,,,,
1,BARCELONA,BAR,1,,Du,,Kubler,FRE,0,,,1,LYON,LYO,0,,Du,,Orban,LPZ,0,,,,,,,,,
2,UDINESE,UDI,0,,Sa,,Ruibal,BET,0,,,2,GENOA,GEN,1,,Lu,,M Alonso,CEL,0,,,,,,,,,
FUNDASI,,,,,#N/A,,Clauss,NIC,0,,,FUNDASI,,,,,#N/A,,Guehi,CP,0,,,,,,,,,
3,Kubler,FRE,0,,Sa,,Arrambari,GET,0,,,3,Orban,LPZ,0,,Sa,,Olise,BM,0,,,,,,,,,
4,Bogle,LEE,0,,Sa,,McTomminay,NAP,0,,,4,Diakite,BOU,0,,Du,,Sancet,BIL,0,,,,,,,,,
5,Ruibal,BET,0,,Du,,Baumgartner,LPZ,0,,,5,Guehi,CP,0,,Sa,,Haraldsson,LIL,0,,,,,,,,,
6,Clauss,NIC,0,,Sa,,Amiri,MAI,0,,,6,Peprah Oppong,NIC,0,,Sa,,J Neves,PSG,0,,,,,,,,,
7,Vivian,BIL,0,,Sa,,Balogun,MON,0,,,7,M Alonso,CEL,0,,Du,,Panichelli,STR,0,,,,,,,,,
MIJLOCASI,,,,,#N/A,,H Kane,BM,0,,,MIJLOCASI,,,,,#N/A,,Hojlund,NAP,0,,,,,,,,,
8,Doan,FRA,0,,Sa,,Orsolini,BOL,0,,,8,Olise,BM,0,,Sa,,Mikautadze,VIL ,0,,,,,,,,,
9,McTomminay,NAP,0,,Sa,PUNCTE,15,scor,0,1,,9,Sancet,BIL,0,,Sa,PUNCTE,9,scor,0,0,,,,,,,,
10,Amiri,MAI,0,,Sa, ,formula,343,,,,10,Haraldsson,LIL,0,,Du,,formula,343,,,,,,,,,,
11,Arrambari,GET,0,,Vi,,,,,,,11,J Neves,PSG,0,,Sa,,,,,,,,,,,,,
12,Rabiot,MIL,0,,Du,,,,,,,12,Pedri,BAR,0,,Du,,,,,,,,,,,,,
13,Karabec,LYO,0,,Du,,,,,,,13,Zhegrova,JUV,0,,Sa,,,,,,,,,,,,,
14,Baumgartner,LPZ,0,,Sa,,,,,,,14,Thielmann,KOL,0,,Du,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,H Kane,BM,0,,Sa,,,,,,,15,Raphinia,BAR,0,,Du,,,,,,,,,,,,,
16,Schick,BL,0,,Sa,,,,,,,16,Soule,ROM,0,,Du,,,,,,,,,,,,,
17,Orsolini,BOL,0,,Du,,,,,,,17,Mikautadze,VIL,0,,Sa,,,,,,,,,,,,,
18,B Johnson,TOT,0,,Sa,,,,,,,18,Hojlund,NAP,0,,Sa,,,,,,,,,,,,,
19,Balogun,MON,0,,Sa,,,,,,,19,Panichelli,STR,0,,Du,,,,,,,,,,,,,
20,Bulter,KOL,0,,Du,,,,,,,20,Vardy,CRE,1,,Sa,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIGHTY MELONS,,N BADESCU,15,,3,,Etapa a 7-a,echipa,puncte,,,FC COJASCA ,,V PARCALABU,16,,1,,Etapa a 7-a,echipa,puncte,,,,,,,,,
PORTARI,,,,,,,FIORENTINA,FIO,,1,,PORTARI,,,,,,,MARSEILLE,OM,,0,,,,,,,,
1,BILBAO,BIL,3,,Sa,,Dumfries,INT,0,,,1,ATLETICO M,AM,0,,Sa,,Grimaldo,BL,0,,,,,,,,,
2,FIORENTINA,FIO,1,,Du,,VV Dijk,LIV,0,,,2,MARSEILLE,OM,0,,Sa,,De Cuyper,BRI,0,,,,,,,,,
FUNDASI,,,,,#N/A,,Mingueza,CEL,2,,,FUNDASI,,,,,#N/A,,Guerreiro,BM,0,,,,,,,,,
3,Dumfries,INT,0,,Du,,B Guimaraes,NEW,0,,,3,Grimaldo,BL,0,,Sa,,Schade,BRN,0,,,,,,,,,
4,VV Dijk,LIV,0,,Sa,,Moleiro,VIL,1,,,4,De Cuyper,BRI,0,,Sa,,Brandt,DOR,0,,,,,,,,,
5,Mingueza,CEL,2,,Du,,Lo Celso,BET,0,,,5,Guerreiro,BM,0,,Sa,,Claude-Maurice,AUG,0,,,,,,,,,
6,Schlotterbeck,DOR,0,,Vi,,Stage,WB,1,,,6,Marusic,LAZ,0,,Lu,,MacAllistair,LIV,0,,,,,,,,,
7,R Gomes,WLV,0,,Sa,,Oyarzabal,SOC,0,,,7,Rudiger,RM,0,,Sa,,Sesko,MU,0,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Mateta,CP,1,,,MIJLOCASI,,,,,#N/A,,Lewandowski,BAR,0,,,,,,,,,
8,Pulisic,MIL,0,,Du,,Marmoush,MC,0,,,8,Schade,BRN,0,,Sa,,Openda,JUV,0,,,,,,,,,
9,Tillman,BL,0,,Sa,PUNCTE,12,scor,5,1,,9,Cherki,MC,0,,Du,PUNCTE,15,scor,0,0,,,,,,,,
10,Lo Celso,BET,0,,Du,,formula,343,,,,10,Brandt,DOR,0,,Vi,,formula,343,,,,,,,,,,
11,Stage,WB,1,,Sa,,,,,,,11,Claude-Maurice,AUG,0,,Vi,,,,,,,,,,,,,
12,B Guimaraes,NEW,0,,Du,,,,,,,12,Hack,MNG,0,,Sa,,,,,,,,,,,,,
13,Rodri,MC,0,,Du,,,,,,,13,MacAllistair,LIV,0,,Sa,,,,,,,,,,,,,
14,Moleiro,VIL,1,,Sa,,,,,,,14,Kimmich,BM,0,,Sa,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,Isak,LIV,0,,Sa,,,,,,,15,Lewandowski,BAR,0,,Du,,,,,,,,,,,,,
16,Mateta,CP,1,,Sa,,,,,,,16,M Thuram,INT,0,,Du,,,,,,,,,,,,,
17,Emegha,STR,0,,Du,,,,,,,17,Sesko,MU,0,,Sa,,,,,,,,,,,,,
18,Marmoush,MC,0,,Du,,,,,,,18,Openda,JUV,0,,Sa,,,,,,,,,,,,,
19,Nkunku,MIL,0,,Du,,,,,,,19,Moffi,NIC,0,,Sa,,,,,,,,,,,,,
20,Oyarzabal,SOC,0,,Sa,,,,,,,20,Solanke,TOT,0,,Sa,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAPID FETESTI,,P GROZEA,12,,0,,Etapa a 7-a,echipa,puncte,,,FC HERMANSTAR,,A IONITA,9,,3,,Etapa a 7-a,echipa,puncte,,,,,,,,,
PORTARI,,,,,,,NEWCASTLE,NEW,,3,,PORTARI,,,,,,,AS MONACO,MON,,1,,,,,,,,
1,CHELSEA,CHE,0,,Sa,,Ratiu,VLC,0,,,1,INTER M,INT,1,,Du,,Van de Ven,TOT,0,,,,,,,,,
2,NEWCASTLE,NEW,3,,Du,,Milenkovic,NOT,0,,,2,AS MONACO,MON,1,,Sa,,Porro,TOT,0,,,,,,,,,
FUNDASI,,,,,#N/A,,Zehnter,WOL,0,,,FUNDASI,,,,,#N/A,,Cucurella,CHE,0,,,,,,,,,
3,Frimpong,LIV,0,,Sa,,Guller,RM,0,,,3,Cucurella,CHE,0,,Sa,,Paqueta,WH,1,,,,,,,,,
4,Ratiu,VLC,0,,Sa,,Tolisso,LYO,0,,,4,Porro,TOT,0,,Sa,,E Fernandez,CHE,0,,,,,,,,,
5,Milenkovic,NOT,0,,Sa,,Kaminski,KOL,1,,,5,Gusto,CHE,0,,Sa,,Vitinha,PSG,0,,,,,,,,,
6,Angelino,ROM,0,,Du,,Mitoma,BRI,0,,,6,Marquinhos,PSG,0,,Sa,,Chaibi,FRA,0,,,,,,,,,
7,Zehnter,WOL,0,,Du,,L Diaz,BM,0,,,7,Van de Ven,TOT,0,,Sa,,Guirassy,DOR,1,,,,,,,,,
MIJLOCASI,,,,,#N/A,,L Martinez,INT,0,,,MIJLOCASI,,,,,#N/A,,Yamal,BAR,1,,,,,,,,,
8,Guller,RM,0,,Sa,,Ekitike,LIV,0,,,8,Paqueta,WH,1,,Du,,Richarlison,TOT,0,,,,,,,,,
9,Mitoma,BRI,0,,Sa,PUNCTE,12,scor,1,3,,9,E Fernandez,CHE,0,,Sa,PUNCTE,6,scor,3,1,,,,,,,,
10,Kudus,TOT,0,,Sa,,formula,343,,,,10,Vitinha,PSG,0,,Sa,,formula,343,,,,,,,,,,
11,Tolisso,LYO,0,,Du,,,,,,,11,Modric,MIL,0,,Du,,,,,,,,,,,,,
12,B Diaz,RM,0,,Sa,,,,,,,12,F Ruiz,PSG,0,,Sa,,,,,,,,,,,,,
13,Kaminski,KOL,1,,Du,,,,,,,13,Casemiro,MU,1,,Sa,,,,,,,,,,,,,
14,Vlasic,TOR,0,,Du,,,,,,,14,Chaibi,FRA,0,,Sa,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,L Diaz,BM,0,,Sa,,,,,,,15,Guirassy,DOR,1,,Vi,,,,,,,,,,,,,
16,L Martinez,INT,0,,Du,,,,,,,16,Yamal,BAR,1,,Du,,,,,,,,,,,,,
17,Ekitike,LIV,0,,Sa,,,,,,,17,Richarlison,TOT,0,,Sa,,,,,,,,,,,,,
18,Bowen,WH,0,,Du,,,,,,,18,Boniface,WB,0,,Sa,,,,,,,,,,,,,
19,Gakpo,LIV,0,,Sa,,,,,,,19,Giroud,LIL,0,,Du,,,,,,,,,,,,,
20,Ferguson,ROM,0,,Du,,,,,,,20,I Thiago,BRN,0,,Sa,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHELSEA PITESTI,,B FLUTUREL,10,,3,,Etapa a 7-a,echipa,puncte,,,FC PINALTY,,L ALBU,19,,3,,Etapa a 7-a,echipa,puncte,,,,,,,,,
PORTARI,,,,,,,LILLE,LIL,,0,,PORTARI,,,,,,,ARSENAL,ARS,,0,,,,,,,,
1,LILLE,LIL,0,,Du,,Gosens,FIO,0,,,1,ARSENAL,ARS,0,,Sa,,Abdi,NIC,0,,,,,,,,,
2,NICE,NIC,1,,Sa,,Munoz,CP,0,,,2,SOCIEDAD,SOC,2,,Sa,,J Rodriguez,CEL,0,,,,,,,,,
FUNDASI,,,,,#N/A,,Bensebaini,DOR,0,,,FUNDASI,,,,,#N/A,,Schar,NEW,0,,,,,,,,,
3,Gosens,FIO,0,,Du,,X Simons,TOT,0,,,3,Abdi,NIC,0,,Sa,,N Paz,COM,0,,,,,,,,,
4,Munoz,CP,0,,Sa,,Gibbs-White,NOT,1,,,4,Schar,NEW,0,,Du,,Hein,MET,0,,,,,,,,,
5,Bensebaini,DOR,0,,Vi,,A Toure,LH,0,,,5,J Rodriguez,CEL,0,,Du,,Soucek,WH,1,,,,,,,,,
6,Kehrer,MON,0,,Sa,,Szoboszlai,LIV,0,,,6,Maguire,MU,0,,Sa,,B Fernandes,MU,0,,,,,,,,,
7,C Augusto,INT,0,,Du,,Sorloth,AM,0,,,7,L Vazquez,BL,0,,Sa,,Semenyo,BOU,0,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Jimenez,FUL,0,,,MIJLOCASI,,,,,#N/A,,Cunha,MU,0,,,,,,,,,
8,X Simons,TOT,0,,Sa,,Dembele,PSG,0,,,8,B Fernandes,MU,0,,Sa,,Aubameyang,OM,0,,,,,,,,,
9,Gibbs-White,NOT,1,,Sa,PUNCTE,7,scor,1,0,,9,Hein,MET,0,,Du,PUNCTE,16,scor,1,0,,,,,,,,
10,Szoboszlai,LIV,0,,Sa,,formula,343,,,,10,N Paz,COM,0,,Sa,,formula,343,,,,,,,,,,
11,A Toure,LH,0,,Du,,,,,,,11,Soucek,WH,1,,Du,,,,,,,,,,,,,
12,D James,LEE,0,,Sa,,,,,,,12,Lee Kang-In,PSG,0,,Sa,,,,,,,,,,,,,
13,Musiala,BM,0,,Sa,,,,,,,13,Merino,ARS,0,,Sa,,,,,,,,,,,,,
14,Soler,SOC,0,,Sa,,,,,,,14,Goretzka,BM,0,,Sa,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,Dembele,PSG,0,,Sa,,,,,,,15,Aubameyang,OM,0,,Sa,,,,,,,,,,,,,
16,Sorloth,AM,0,,Sa,,,,,,,16,N Jackson,BM,1,,Sa,,,,,,,,,,,,,
17,Wood,NOT,0,,Sa,,,,,,,17,Semenyo,BOU,0,,Du,,,,,,,,,,,,,
18,Konigsdorffer,HMB,0,,Du,,,,,,,18,Cunha,MU,0,,Sa,,,,,,,,,,,,,
19,Jimenez,FUL,0,,Sa,,,,,,,19,Kolo Muani,TOT,0,,Sa,,,,,,,,,,,,,
20,Delap,CHE,0,,Sa,,,,,,1,20,Kalimuendo,NOT,0,,Sa,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC SONICS,,B MILEA,16,,3,,Etapa a 7-a,echipa,puncte,,,SILVA NEGRA,,S CORNEANU,15,,3,,Etapa a 7-a,echipa,puncte,,,,,,,,,
PORTARI,,,,,,,ATALANTA,ATA,,1,,PORTARI,,,,,,,REAL M,RM,,0,,,,,,,,
1,ATALANTA,ATA,1,,Sa,,Hakimi,PSG,0,,,1,REAL M,RM,0,,Sa,,E Garcia,BAR,0,,,,,,,,,
2,TOTTENHAM,TOT,1,,Sa,,J Tah,BM,0,,,2,FRANKFURT,FRA,1,,Sa,,Baku,LPZ,0,,,,,,,,,
FUNDASI,,,,,#N/A,,R James,CHE,0,,,FUNDASI,,,,,#N/A,,Ait-Nouri,MC,0,,,,,,,,,
3,Hakimi,PSG,0,,Sa,,Wirtz,LIV,0,,,3,Ait-Nouri,MC,0,,Du,,Calhanoglu,INT,0,,,,,,,,,
4,TA Arnold,RM,0,,Sa,,Foden,MC,0,,,4,Baku,LPZ,0,,Sa,,Valverde,RM,0,,,,,,,,,
5,J Tah,BM,0,,Sa,,Nusa,LPZ,0,,,5,Rrahmani,NAP,0,,Sa,,H Barnes,NEW,0,,,,,,,,,
6,Kerkez,LIV,0,,Sa,,Minamino,MON,0,,,6,Pavlovic,MIL,2,,Du,,Grifo,FRE,0,,,,,,,,,
7,R James,CHE,0,,Sa,,Beier,DOR,0,,,7,E Garcia,BAR,0,,Du,,Vlahovic,JUV,0,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Mbappe,RM,2,,,MIJLOCASI,,,,,#N/A,,Igamane,LIL,0,,,,,,,,,
8,Wirtz,LIV,0,,Sa,,Minteh,BRI,0,,,8,Palmer,CHE,0,,Sa,,F Torres,BAR,1,,,,,,,,,
9,Foden,MC,0,,Du,PUNCTE,13,scor,2,1,,9,Grifo,FRE,0,,Sa,PUNCTE,12,scor,1,0,,,,,,,,
10,Ben Seghir,BL,0,,Sa,,formula,343,,,,10,Calhanoglu,INT,0,,Du,,formula,343,,,,,,,,,,
11,Minamino,MON,0,,Sa,,,,,,,11,Valverde,RM,0,,Sa,,,,,,,,,,,,,
12,Schmid,WB,0,,Sa,,,,,,,12,H Barnes,NEW,0,,Du,,,,,,,,,,,,,
13,Pasalic,ATA,0,,Sa,,,,,,,13,Stanciu,GEN,0,,Lu,,,,,,,,,,,,,
14,Nusa,LPZ,0,,Sa,,,,,,,14,Flemming,BUR,0,,Sa,,,,,,,,,,,,,10/24/2025
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,Mbappe,RM,2,,Sa,,,,,,,15,F Torres,BAR,1,,Du,,,,,,,,,,,,,
16,J Alvarez,AM,1,,Sa,,,,,,,16,Vlahovic,JUV,0,,Sa,,,,,,,,,,,,,
17,Doue,PSG,0,,Sa,,,,,,,17,Demirovic,STU,0,,Sa,,,,,,,,,,,,,
18,Beier,DOR,0,,Vi,,,,,,,18,Gimenez,MIL,0,,Du,,,,,,,,,,,,,
19,R Leao,MIL,0,,Du,,,,,,,19,Igamane,LIL,0,,Du,,,,,,,,,,,,,
20,Minteh,BRI,0,,Sa,,,,,,,20,Immobile,BOL,0,,Du,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC COLENTINA,,M PANA,19,,3,,Etapa a 7-a,echipa,puncte,,,R.A.F.A.,,C MIHALA,11,,1,,Etapa a 7-a,echipa,puncte,,,,,,,,,
PORTARI,,,,,,,VILLAREAL,VIL,,0,,PORTARI,,,,,,,NAPOLI,NAP,,0,,,,,,,,
1,AS ROMA,ROM,1,,Du,,Wesley,ROM,0,,,1,NAPOLI,NAP,0,,Sa,,Huijsen,RM,0,,,,,,,,,
2,VILLAREAL,VIL,0,,Sa,,Bisseck,INT,0,,,2,AC MILAN,MIL,0,,Du,,Hancko,AM,0,,,,,,,,,
FUNDASI,,,,,#N/A,,Oppie,STP,0,,,FUNDASI,,,,,#N/A,,Senesi,BOU,0,,,,,,,,,
3,Wesley,ROM,0,,Du,,Mount,MU,0,,,3,Huijsen,RM,0,,Sa,,Baena,AM,0,,,,,,,,,
4,Oppie,STP,0,,Sa,,Lee JS,MAI,0,,,4,Bremer,JUV,0,,Sa,,Nebel,MAI,0,,,,,,,,,
5,Romero,TOT,0,,Sa,,Dewsbury-Hall,EVE,0,,,5,Hancko,AM,0,,Sa,,Arias,WLV,0,,,,,,,,,
6,A Paredes,BIL,0,,Sa,,Murphy,NEW,1,,,6,Struijk,LEE,0,,Sa,,Uzun,FRA,0,,,,,,,,,
7,Bisseck,INT,0,,Du,,Haaland,MC,2,,,7,Senesi,BOU,0,,Du,,Mbeumo,MU,0,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Biereth,MON,0,,,MIJLOCASI,,,,,#N/A,,M Kean,FIO,0,,,,,,,,,
8,Mount,MU,0,,Sa,,Thauvin,LEN,0,,,8,Wissa,NEW,0,,Du,,Budimir,OSA,0,,,,,,,,,
9,Murphy,NEW,1,,Du,PUNCTE,16,scor,3,0,,9,Nebel,MAI,0,,Sa,PUNCTE,10,,0,0,,,,,,,,
10,Lee JS,MAI,0,,Sa,,formula,343,,,,10,De Bruyne,NAP,0,,Sa,,formula,343,,,,,,,,,,
11,Dewsbury-Hall,EVE,0,,Lu,,,,,,,11,Uzun,FRA,0,,Sa,,,,,,,,,,,,,
12,Del Castillo,BRE,0,,Du,,,,,,,12,Baena,AM,0,,Sa,,,,,,,,,,,,,
13,P Torre,MAL,0,,Du,,,,,,,13,H Elliot,AV,0,,Sa,,,,,,,,,,,,,
14,Blas,REN,0,,Du,,,,,,,14,Arias,WLV,0,,Sa,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,Haaland,MC,2,,Du,,,,,,,15,M Kean,FIO,0,,Du,,,,,,,,,,,,,
16,Watkins,AV,0,,Sa,,,,,,,16,Budimir,OSA,0,,Lu,,,,,,,,,,,,,
17,Biereth,MON,0,,Sa,,,,,,,17,Mbeumo,MU,0,,Sa,,,,,,,,,,,,,
18,Castellanos,LAZ,0,,Lu,,,,,,,18,Kleindiest,MNG,0,,Sa,,,,,,,,,,,,,
19,Scamacca,ATA,0,,Sa,,,,,,,19,S Larsen,WLV,0,,Sa,,,,,,,,,,,,,
20,Thauvin,LEN,0,,Du,,,,,,,20,Ajorque,BRE,0,,Du,,,,,,,,,,,,,
