BRITANICII,,D MOLAN,13,,3,,Etapa a 5-a,echipa,puncte,,,FC MUMU LU' TALPANU',,L MOLAN,10,,0,,Etapa a 5-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restante,Restante
PORTARI,,,,,,,Arsenal,ARS,,0,,PORTARI,,,,,,,LIVERPOOL,LIV,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ARSENAL,ARS,0,,,,Gosens,FIO,2,,,1,LIVERPOOL,LIV,2,,,,Munoz,CP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,GETAFE,GET,1,,,,Bogle,LEE,0,,,2,SOCIEDAD,SOC,1,,,,E Garcia,BAR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDASI,,,,,,,Krejci,WLV,0,1,,FUNDASI,,,,,,,Clauss,NIC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Gosens,FIO,2,,,,Wirtz,LIV,0,,,3,Munoz,CP,0,,,,Mitoma,BRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Struijk,LEE,0,,,,Tillman,BL,0,,,4,Abdi,NIC,0,,,,Schade,BRN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Bogle,LEE,0,,,,Soler,SOC,1,,,5,E Garcia,BAR,0,,,,Kudus,TOT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Krejci,WLV,0,-1,,,Stage,WB,1,,,6,Clauss,NIC,0,,,,Murphy,NEW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Kehrer,MON,0,,,,Gimenez,MIL,0,,,7,J Tah,BM,0,,,,Salah,LIV,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIJLOCASI,,,,,,,Woltemade,NEW,1,,,MIJLOCASI,,,,,,,Watkins,AV,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Wirtz,LIV,0,,,,J David,JUV,0,,,8,Pulisic,MIL,0,,,,Biereth,MON,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Tillman,BL,0,,,PUNCTE,10,scor,5,1,,9,Mitoma,BRI,0,,,PUNCTE,10,scor,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A Toure,LH,1,,,,formula,343,,,,10,Schade,BRN,0,,,,formula,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D James,LEE,0,,,,,,,,,11,Kudus,TOT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Stage,WB,1,,,,,,,,,12,Rabiot,MIL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Soler,SOC,1,,,,,,,,,13,Musiala,BM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Fleming,BUR,0,,,,,,,,,14,Murphy,NEW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATACANTI,,,,,,,,,,,,ATACANTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Raphinia,BAR,0,,,,,,,,,15,Salah,LIV,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,J David,JUV,0,,,,,,,,,16,Watkins,AV,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Woltemade,NEW,1,,,,,,,,,17,Biereth,MON,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Gimenez,MIL,0,,,,,,,,,18,Kalimuendo,NOT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Moffi,NIC,0,,,,,,,,,19,Beier,DOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Delap,CHE,0,,,,,,,,,20,Immobile,BOL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLOBOZ,,A COSTEIU,3,,1,,Etapa a 5-a,echipa,puncte,,,THE CRYSTAL SHIP,,C ROSU,13,,3,,Etapa a 5-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTARI,,,,,,,PARIS SG,PSG,,3,,PORTARI,,,,,,,ATLETICO M,AM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PARIS SG,PSG,3,,,,A Paredes,BIL,0,,,1,ATLETICO M,AM,0,,,,Zortea,BOL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FIORENTINA,FIO,2,,,,Schlotterbeck,AUG,0,,,2,BETIS,BET,2,,,,Dodo,FIO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDASI,,,,,,,Cubarsi,BAR,0,,,FUNDASI,,,,,,,C Augusto,INT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Schlotterbeck,AUG,0,,,,Reijnders,MC,0,,,3,Angelino,ROM,0,,,,Nebel,MAI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A Paredes,BIL,0,,,,O'Rilley,OM,0,,,4,Dodo,FIO,0,,,,Lo Celso,BET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Ait-Nouri,MC,0,,,,Gibbs-White,NOT,0,,,5,Zortea,BOL,0,,,,Brandt,DOR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Cubarsi,BAR,0,,,,Kimmich,BM,0,,,6,C Augusto,INT,0,,,,Goretzka,BM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Rudiger,RM,0,,,,Yamal,BAR,0,,,7,Carvajal,RM,0,,,,I Thiago,BRN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIJLOCASI,,,,,,,Giroud,LIL,0,,,MIJLOCASI,,,,,,,Semenyo,BOU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Bellingham,RM,0,,,,Mateta,CP,3,,,8,Nebel,MAI,0,,,,Orsolini,BOL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Reijnders,MC,0,,,PUNCTE,2,scor,3,3,,9,Lo Celso,BET,0,,,PUNCTE,10,scor,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,O'Rilley,OM,0,,,,formula,343,,,,10,Brandt,DOR,1,,,,formula,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Gibbs-White,NOT,0,,,,,,,,,11,Pedri,BAR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Cristante,ROM,0,,,,,,,,,12,Goretzka,BM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Kimmich,BM,0,,,,,,,,,13,B Silva,MC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Joelinton,NEW,0,,,,,,,,,14,F Ruiz,PSG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATACANTI,,,,,,,,,,,,ATACANTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Yamal,BAR,0,,,,,,,,,15,Lewandowski,BAR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Giroud,LIL,0,,,,,,,,,16,Budimir,OSA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Mateta,CP,3,,,,,,,,,17,Orsolini,BOL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Berardi,SAS,0,,,,,,,,,18,F Torres,BAR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Kolo Muani,TOT,0,,,,,,,,,19,Semenyo,BOU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Solanke,TOT,0,,,,,,,,,20,I Thiago,BRN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUBIN KAZAN,,R HOFBAUER,10,,3,,Etapa a 5-a,echipa,puncte,,,RAPID,,I FOCSANEANU,9,,1,,Etapa a 5-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTARI,,,,,,,AS ROMA,ROM,,1,,PORTARI,,,,,,,REAL M,RM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AS ROMA,ROM,1,,,,VV Dijk,LIV,0,,,1,REAL M,RM,0,,,,Orban,LPZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,LAZIO,LAZ,0,,,,Calafiori,ARS,0,,,2,NEWCASTLE,NEW,2,,,,De Cuyper,BRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDASI,,,,,,,Saliba,ARS,0,,,FUNDASI,,,,,,,Marusic,LAZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,VV Dijk,LIV,0,,,,P Porro,TOT,0,,,3,Orban,LPZ,0,,,,Sancet,BIL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Calafiori,ARS,0,,,,N Paz,COM,1,,,4,De Cuyper,BRI,0,,,,Tolisso,LYO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,P Porro,TOT,0,,,,Lee JS,MAI,1,,,5,Marusic,LAZ,0,,,,Hein,MET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Ratiu,VLC,0,,,,Vitinha,PSG,0,,,6,Lala,BRE,0,,,,Baena,AM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Saliba,ARS,0,,,,J Pedro,CHE,0,,,7,M Rubio,ESP,0,,,,Aubameyang,OM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
