BRITANICII,,D MOLAN,29,,3,,Etapa a 13-a,echipa,puncte,,,FC MUMU LU' TALPANU',,L MOLAN,23,,0,,Etapa a 13-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restante,Restante
PORTARI,,,,,,,ARSENAL,ARS,,0,,PORTARI,,,,,,,SOCIEDAD,SOC,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ARSENAL,ARS,0,,Sa,,Bogle,LEE,0,,,1,LIVERPOOL,LIV,1,,Sa,,E Garcia,BAR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,GETAFE,GET,4,,Du,,Struijk,LEE,0,,,2,SOCIEDAD,SOC,1,,Sa,,J Tah,BM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDASI,,,,,#N/A,,Krejci,WLV,0,,,FUNDASI,,,,,#N/A,,Abdi,NIC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Gosens,FIO,0,,Du,,Wirtz,LIV,0,,,3,Munoz,CP,0,,Sa,,Schade,BRN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Struijk,LEE,0,,Sa,,Flemming,BUR,0,,,4,Abdi,NIC,0,DA,Du,,Kudus,TOT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Bogle,LEE,0,,Sa,,A Toure,LH,0,,,5,E Garcia,BAR,0,,Du,,Pulisic,MIL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Krejci,WLV,0,,Sa,,Stage,WB,0,,,6,Clauss,NIC,0,NU,Du,,Rabiot,MIL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Kehrer,MON,0,NU,Du,,Raphinia,BAR,1,,,7,J Tah,BM,0,,Du,,Mitoma,BRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Woltemade,NEW,2,,,MIJLOCASI,,,,,#N/A,,Watkins,AV,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Wirtz,LIV,0,,Sa,,J David,JUV,0,,,8,Pulisic,MIL,0,COM-MIL,R,,Immobile,BOL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Tillman,BL,0,,Sa,PUNCTE,26,scor,3,0,,9,Mitoma,BRI,0,,Sa,PUNCTE,23,scor,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A Toure,LH,0,DA,Du,,formula,343,,,,10,Schade,BRN,0,,Sa,,formula,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
