BRITANICII,,D MOLAN,56,,3,,Etapa a 25-a,echipa,puncte,,,FC MUMU LU' TALPANU',,L MOLAN,41,,1,,Etapa a 25-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restante,Restante
14,Flemming,BUR,0,NU,Jo,,,,,,,14,Buendia,AV,0,DA,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Raphinia,BAR,0,,Sa,,,,,,,15,Salah,LIV,0,NU,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,J David,JUV,0,,Lu,,,,,,,16,Watkins,AV,0,DA,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Woltemade,NEW,0,DA,Jo,,,,,,,17,B Iglesias,CEL,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Welbeck,BRI,0,NU,Jo,,,,,,,18,Kalimuendo,FRA,0,NU,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Endrick,LYO,0,,Du,,,,,,,19,G Moreno,VIL,0,,Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Delap,CHE,1,NU,Jo,,,,,,,20,Immobile,PRS,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLOBOZ,,A COSTEIU,45,,0,,Etapa a 25-a,echipa,puncte,,,THE CRYSTAL SHIP,,C ROSU,60,,3,,Etapa a 25-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTARI,,,,,,,PARIS SG,PSG,,1,,PORTARI,,,,,,,ATLETICO M,AM,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PARIS SG,PSG,1,,Vi,,A Paredes,BIL,0,,,1,ATLETICO M,AM,2,,Sa,,Zortea,BOL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FIORENTINA,FIO,0,,Sa,,Schlotterbeck,AUG,0,,,2,BETIS,BET,0,,Sa,,Dodo,FIO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDASI,,,,,#N/A,,Cubarsi,BAR,0,,,FUNDASI,,,,,#N/A,,C Augusto,INT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Schlotterbeck,AUG,0,,Sa,,Reijnders,MC,0,,,3,Angelino,ROM,0,,Du,,Lo Celso,BET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A Paredes,BIL,0,,Du,,Cristante,ROM,0,,,4,Dodo,FIO,0,,Sa,,Nebel,MAI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Ait-Nouri,MC,0,NU,Jo,,Bellingham,RM,0,,,5,Zortea,BOL,0,,Du,,Brandt,DOR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Cubarsi,BAR,0,,Sa,,Kimmich,BM,0,,,6,C Augusto,INT,0,,Du,,Pedri,BAR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Rudiger,RM,0,,Sa,,Yamal,BAR,0,,,7,Carvajal,RM,0,,Sa,,I Thiago,BRN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Berardi,SAS,0,,,MIJLOCASI,,,,,#N/A,,Budimir,OSA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Bellingham,RM,0,,Sa,,Mateta,CP,0,,,8,Nebel,MAI,0,,Sa,,Lewandowski,BAR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Reijnders,MC,0,DA,Jo,PUNCTE,45,scor,0,1,,9,Lo Celso,BET,0,,Sa,PUNCTE,57,scor,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,O'Rilley,BRI,0,NU,Jo,,formula,343,,,,10,Brandt,DOR,1,,Sa,,formula,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Gibbs-White,NOT,1,NU,Jo,,,,,,,11,Pedri,BAR,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Cristante,ROM,0,,Du,,,,,,,12,Zubimendi,ARS,0,NU,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Kimmich,BM,0,,Sa,,,,,,,13,De Ketelaere,ATA,0,NU,Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Joelinton,NEW,1,NU,Jo,,,,,,,14,H Wilson,FUL,1,NU,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Yamal,BAR,0,,Sa,,,,,,,15,Lewandowski,BAR,1,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,G Orban,VER,0,,Sa,,,,,,,16,Budimir,OSA,1,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Mateta,CP,0,DA,Jo,,,,,,,17,Orsolini,BOL,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Berardi,SAS,0,,Sa,,,,,,,18,F Torres,BAR,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Muriqi,MAL,0,NU,Sa,,,,,,,19,Semenyo,MC,0,NU,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,A Ilic,UB,0,NU,Du,,,,,,,20,I Thiago,BRN,2,DA,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUBIN KAZAN,,R HOFBAUER,56,,3,,Etapa a 25-a,echipa,puncte,,,RAPID,,I FOCSANEANU,38,,0,,Etapa a 25-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTARI,,,,,,,LAZIO,LAZ,,1,,PORTARI,,,,,,,REAL M,RM,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AS ROMA,ROM,5,,Du,,VV Dijk,LIV,0,,,1,REAL M,RM,2,,Sa,,Orban,LPZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,LAZIO,LAZ,1,,Sa,,Ratiu,VLC,0,,,2,NEWCASTLE,NEW,3,NU,Jo,,Marusic,LAZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDASI,,,,,#N/A,,Saliba,ARS,0,,,FUNDASI,,,,,#N/A,,De Cuyper,BRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,VV Dijk,LIV,0,DA,Jo,,Palmer,CHE,0,,,3,Orban,LPZ,0,,Sa,,Da Cunha,COM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Calafiori,ARS,0,NU,Jo,,Lee JS,MAI,0,,,4,De Cuyper,BRI,0,DA,Jo,,Tolisso,LYO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,P Porro,TOT,0,NU,Jo,,N Paz,COM,0,,,5,Marusic,LAZ,0,,Sa,,Sancet,BIL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Ratiu,VLC,0,,Vi,,J Neves,PSG,0,,,6,Lala,BRE,0,,Sa,,Kevin,FUL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Saliba,ARS,0,DA,Jo,,J Pedro,CHE,0,,,7,M Rubio,ESP,0,,Sa,,Aubameyang,OM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Dembele,PSG,2,,,MIJLOCASI,,,,,#N/A,,K Yildiz,JUV,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Palmer,CHE,0,DA,Jo,,Richarlison,TOT,0,,,8,Sancet,BIL,0,,Du,,J Alvarez,AM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,N Paz,COM,0,,Lu,PUNCTE,53,scor,2,1,,9,Tolisso,LYO,0,,Du,PUNCTE,38,scor,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Odegaard,ARS,0,NU,Jo,,formula,343,,,,10,Hein,MET,0,,Du,,formula,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Zaniolo,UDI,0,,Lu,,,,,,,11,Suzuki,FRE,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,J Neves,PSG,0,,Vi,,,,,,,12,Kevin,FUL,0,DA,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Lee JS,MAI,0,,Sa,,,,,,,13,Da Cunha,COM,0,,Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Golovin,MON,1,,Du,,,,,,,14,Baena,AM,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Dembele,PSG,2,,Vi,,,,,,,15,J Alvarez,AM,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,J Pedro,CHE,0,DA,Jo,,,,,,,16,M Kean,FIO,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Richarlison,TOT,0,DA,Jo,,,,,,,17,Aubameyang,OM,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Douvikas,COM,0,,Lu,,,,,,,18,Kroupi,BOU,1,NU,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Gakpo,LIV,0,NU,Jo,,,,,,,19,K Yildiz,JUV,0,,Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Calvert-Lewin,LEE,1,NU,Jo,,,,,,,20,N Williams,BIL,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTM CHIAJNA,,R TUDOR,37,,0,,Etapa a 25-a,echipa,puncte,,,ATLETICO DRAGALINA,,G BERCEANU,60,,3,,Etapa a 25-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTARI,,,,,,,LENS,LEN,,3,,PORTARI,,,,,,,MAN CITY,MC,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,JUVENTUS,JUV,0,,Lu,,Bard,NIC,0,,,1,MAN CITY,MC,1,DA,Jo,,Frimpong,LIV,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,LENS,LEN,3,,Sa,,Cambiaso,JUV,0,,,2,CHELSEA,CHE,2,NU,Jo,,Sugawara,WB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDASI,,,,,#N/A,,Wesley,ROM,0,,,FUNDASI,,,,,#N/A,,Grimaldo,BL,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F Doucoure,LH,0,,Du,,Dewsbury-Hall,EVE,0,,,3,Frimpong,LIV,0,DA,Jo,,Palazon,VLC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wesley,ROM,0,,Du,,Thielmann,KOL,0,,,4,Grimaldo,BL,4,,Sa,,Vargas,SEV,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Methalie,TOU,0,,Vi,,Doan,FRA,0,,,5,Cucurella,CHE,0,NU,Jo,,Del Castillo,BRE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Bard,NIC,0,,Sa,,Vlasic,TOR,0,,,6,Di Lorenzo,NAP,0,,Lu,,Oroz,OSA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Cambiaso,JUV,0,,Lu,,M Thuram,INT,1,,,7,Sugawara,WB,0,,Sa,,Haaland,MC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Evanilson,BOU,1,,,MIJLOCASI,,,,,#N/A,,Oyarzabal,SOC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Doan,FRA,0,,Du,,Wahi,NIC,0,,,8,Zaccagni,LAZ,0,,Sa,,Mikautadze,VIL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Haraldsson,LIL,1,,Sa,PUNCTE,37,,2,3,,9,Almada,AM,0,,Sa,PUNCTE,57,scor,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Komur,AUG,0,,Sa,,formula,343,,,,10,Oroz,OSA,0,,Du,,formula,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Schmid,WB,0,,Sa,,,,,,,11,Palazon,VLC,0,,Vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Thielmann,KOL,0,,Du,,,,,,,12,Del Castillo,BRE,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Dewsbury-Hall,EVE,0,DA,Jo,,,,,,,13,Vargas,SEV,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Vlasic,TOR,0,,Du,,,,,,,14,Lee Kang-In,PSG,0,,Vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Schick,BL,1,,Sa,,,,,,,15,Haaland,MC,1,DA,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,M Thuram,INT,1,,Du,,,,,,,16,Mikautadze,VIL,0,,Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Evanilson,BOU,1,DA,Jo,,,,,,,17,Mbeumo,MU,0,NU,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,H Duro,VAL,0,,Du,,,,,,,18,Oyarzabal,SOC,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,N Pepe,VIL,0,,Lu,,,,,,,19,Embolo,REN,1,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Wahi,NIC,0,,Sa,,,,,,,20,Garnacho,CHE,0,NU,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS STEAUA FERENTARI,,F CEAFALAU,52,,1,,Etapa a 25-a,echipa,puncte,,,THE GUNNERS,,D SONERIU,61,,1,,Etapa a 25-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTARI,,,,,,,ATALANTA,ATA,,0,,PORTARI,,,,,,,LYON,LYO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,BARCELONA,BAR,1,,Sa,,Ruibal,BET,0,,,1,LYON,LYO,0,,Du,,Kubler,FRE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ATALANTA,ATA,0,,Lu,,Beste,FRE,0,,,2,VILLAREAL,VIL,1,,Lu,,Diks,MNG,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDASI,,,,,#N/A,,Chalobah,CHE,0,,,FUNDASI,,,,,#N/A,,Cabrera,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Chalobah,CHE,0,DA,Jo,,El Mala,KOL,0,,,3,Kubler,FRE,0,,Sa,,Promel,HOF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,R Gomes,WLV,0,NU,Jo,,E Fernandez,CHE,0,,,4,Diks,MNG,0,,Sa,,De Bruyne,NAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Kounde,BAR,0,,Sa,,Olmo,BAR,0,,,5,Cabrera,ESP,0,,Sa,,Guler,RM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Ruibal,BET,0,,Sa,,Fermin L,BAR,0,,,6,Muheim,HMB,0,,Sa,,Anguissa,NAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Beste,FRE,0,,Sa,,Tabakovic,MNG,0,,,7,Rrahmani,NAP,0,,Lu,,Mbappe,RM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Vlahovic,JUV,0,,,MIJLOCASI,,,,,#N/A,,Kramaric,HOF,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Olmo,BAR,0,,Sa,,L Diaz,BM,0,,,8,De Bruyne,NAP,0,,Lu,,Scamacca,ATA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Amiri,MAI,0,,Sa,PUNCTE,51,scor,0,0,,9,Uzun,FRA,0,,Du,PUNCTE,60,scor,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,E Fernandez,CHE,0,DA,Jo,,formula,343,,,,10,Guler,RM,0,,Sa,,formula,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Zielinski,INT,0,,#REF!,,,,,,,11,H Traore,OM,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Fermin L,BAR,0,,Sa,,,,,,,12,Anguissa,NAP,0,,Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Karabec,LYO,0,,Du,,,,,,,13,Nwaneri,OM,0,NU,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,El Mala,KOL,0,,Du,,,,,,,14,Promel,HOF,0,DA,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,L Diaz,BM,0,,Sa,,,,,,,15,Mbappe,RM,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Ekitike,LIV,0,NU,Jo,,,,,,,16,Barcola,PSG,0,,Vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,A Adams,SEV,0,NU,Du,,,,,,,17,Puado,ESP,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Tabakovic,MNG,0,,Sa,,,,,,,18,Scamacca,ATA,0,,Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,S Larsen,CP,0,NU,Jo,,,,,,,19,B Johnson,CP,0,NU,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Vlahovic,JUV,0,,Lu,,,,,,,20,Kramaric,HOF,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METALU' BOB,,A BOBEICA,45,,0,,Etapa a 25-a,echipa,puncte,,,FC HUTU,,M HUTU,49,,3,,Etapa a 25-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTARI,,,,,,,TOTTENHAM,TOT,,3,,PORTARI,,,,,,,MAN UTD,MU,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,LILLE,LIL,0,,Sa,,Freeman,VIL,0,,,1,CELTA,CEL,2,,Du,,Guehi,MC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TOTTENHAM,TOT,3,DA,Jo,,Delprato,PAR,2,,,2,MAN UTD,MU,2,DA,Jo,,Senesi,BOU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDASI,,,,,#N/A,,Dorgu,MU,0,,,FUNDASI,,,,,#N/A,,Milenkovic,NOT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Freeman,VIL,0,DA,Lu,,Grifo,FRE,0,,,3,Bremer,JUV,2,,Lu,,D Rice,ARS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Delprato,PAR,2,,Sa,,Grealish,MC,0,,,4,Huijsen,RM,0,,Sa,,H Barnes,NEW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L Vazquez,BL,0,,Sa,,Cherki,MC,0,,,5,Milenkovic,NOT,0,DA,Jo,,B Fernandes,MU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Dorgu,MU,0,DA,Jo,,Soucek,WH,0,,,6,Guehi,MC,0,DA,Jo,,Fornals,BET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,M Alonso,CEL,0,,Du,,C Hernandez,BET,0,,,7,Senesi,BOU,0,DA,Jo,,Sesko,MU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Sorloth,AM,0,,,MIJLOCASI,,,,,#N/A,,Saka,ARS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Grifo,FRE,0,,Sa,,Gyokeres,ARS,0,,,8,McTomminay,NAP,0,,Lu,,Vinicius Jr,RM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Cherki,MC,0,DA,Jo,PUNCTE,45,scor,2,3,,9,B Fernandes,MU,0,DA,Jo,PUNCTE,46,scor,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Soucek,WH,0,DA,Jo,,formula,343,,,,10,Fornals,BET,0,DA,Sa,,formula,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Grealish,EVE,0,DA,Jo,,,,,,,11,H Barnes,NEW,2,DA,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Claude-Maurice,AUG,0,,Sa,,,,,,,12,Szoboszlai,LIV,0,NU,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Valverde,RM,0,,Sa,,,,,,,13,MacAllister,LIV,0,NU,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Pogba,MON,0,,Du,,,,,,,14,D Rice,ARS,0,DA,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Gyokeres,ARS,0,DA,Jo,,,,,,,15,H Kane,BM,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Sorloth,AM,0,,Sa,,,,,,,16,Vinicius Jr,RM,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Diomande,LPZ,0,NU,Sa,,,,,,,17,Saka,ARS,0,DA,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Panichelli,STR,0,,Sa,,,,,,,18,Summerville,WH,0,NU,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,C Hernandez,BET,0,,Sa,,,,,,,19,Sesko,MU,2,DA,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Lookman,AM,0,,Sa,,,,,,,20,Ndiaye,EVE,0,NU,Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IONEL MESSI,,B CHIRILA,69,,3,,Etapa a 25-a,echipa,puncte,,,JUVERPOOL,,G DINCA,51,,0,,Etapa a 25-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
