TUNETUL FC,,A ISPAS,30,,1,,Etapa a 19-a,echipa,puncte,,,BOBA JUNIORS,,S BOBEICA,34,,1,,Etapa a 19-a,echipa,puncte,,,,,,,,,
PORTARI,,,,,,,MAN CITY,MC,,0,,PORTARI,,,,,,,LIVERPOOL,LIV,,0,,,,,,,,
1,MAN CITY,MC,0,DA,Mi,,Chalobah,CHE,0,,,1,PARIS SG,PSG,3,,Vi,,N Mendes,PSG,0,,,,,,,,,
2,FC KOLN,KOL,3,,Sa,,Gabriel,ARS,0,,,2,LIVERPOOL,LIV,0,DA,Mi,,Schlotterbeck,AUG,0,,,,,,,,,
FUNDASI,,,,,#N/A,,Timber,ARS,0,,,FUNDASI,,,,,#N/A,,Kristensen,FRA,0,,,,,,,,,
3,Bastoni,INT,0,,Sa,,D Rice,ARS,0,,,3,Freeman,VIL,0,,Sa,,Akliouche,MON,0,,,,,,,,,
4,Timber,ARS,0,DA,Jo,,Anguissa,NAP,0,,,4,Kristensen,FRA,0,,Sa,,Reijnders,MC,0,,,,,,,,,
5,Gabriel,ARS,0,DA,Jo,,Fermin L,BAR,0,,,5,Schlotterbeck,AUG,0,,Du,,H Traore,OM,0,,,,,,,,,
6,Chalobah,CHE,0,DA,Ma,,Caicedo,CHE,0,,,6,Dier,MON,0,,Vi,,El Mala,KOL,0,,,,,,,,,
7,Cash,AV,0,NU,Mi,,I Sarr,CP,0,,,7,N Mendes,PSG,0,,Vi,,Gyokeres,ARS,0,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Saka,ARS,0,,,MIJLOCASI,,,,,#N/A,,Romulo,LPZ,0,,,,,,,,,
8,Anguissa,NAP,0,,Du,,Trossard,ARS,0,,,8,Reijnders,MC,0,DA,Mi,,Barcola,PSG,0,,,,,,,,,
9,F Nmecha,DOR,0,,Vi,PUNCTE,29,scor,0,0,,9,Akliouche,MON,0,,Vi,PUNCTE,33,,0,0,,,,,,,,
10,Uche,CP,0,NU,Mi,,formula,343,,,,10,A Santos,CHE,0,NU,Ma,,formula,343,,,,,,,,,,
11,Fermin L,BAR,0,,Lu,,,,,,,11,Jobe Bellingham,DOR,0,,Vi,,,,,,,,,,,,,
12,D Rice,ARS,0,DA,Jo,,,,,,,12,Honorat,MNG,0,,Sa,,,,,,,,,,,,,
13,Caicedo,CHE,0,DA,Ma,,,,,,,13,H Traore,OM,0,,Sa,,,,,,,,,,,,,
14,Tavernier,BOU,0,NU,Ma,,,,,,,14,El Mala,KOL,0,,Sa,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,Trossard,ARS,0,DA,Jo,,,,,,,15,Gyokeres,ARS,0,DA,Jo,,,,,,,,,,,,,
16,Saka,ARS,0,DA,Jo,,,,,,,16,Burkardt,FRA,0,,Sa,,,,,,,,,,,,,
17,Kramaric,HOF,0,,Sa,,,,,,,17,Barcola,PSG,0,,Vi,,,,,,,,,,,,,
18,I Sarr,CP,0,DA,Mi,,,,,,,18,A Perez,VIL,0,,Sa,,,,,,,,,,,,,
19,Undav,STU,1,,Sa,,,,,,,19,Romulo,LPZ,0,,Du,,,,,,,,,,,,,
20,Kvaratschelia,PSG,0,,Vi,,,,,,,20,Wahi,NIC,0,,Du,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCEI MAI BUNI,,A RADULESCU,40,,3,,Etapa a 19-a,echipa,puncte,,,FLAKERS UTD,,M CRACIUN,36,,1,,Etapa a 19-a,echipa,puncte,,,,,,,,,
PORTARI,,,,,,,BAYERN M,BM,,0,,PORTARI,,,,,,,BOLOGNA,JUV,,1,,,,,,,,
