TUNETUL FC,,A ISPAS,34,,3,,Etapa a 21-a,echipa,puncte,,,BOBA JUNIORS,,S BOBEICA,40,,3,,Etapa a 21-a,echipa,puncte,,,,,,,,,
13,Karabec,LYO,0,,Du,,,,,,,13,Zhegrova,JUV,0,,Du,,,,,,,,,,,,,
14,Baumgartner,LPZ,0,,Du,,,,,,,14,Thielmann,KOL,0,,Vi,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,H Kane,BM,2,,Sa,,,,,,,15,Raphinia,BAR,0,,Sa,,,,,,,,,,,,,
16,Schick,BL,0,,Sa,,,,,,,16,Soule,ROM,0,,Du,,,,,,,,,,,,,
17,Orsolini,BOL,0,,Lu,,,,,,,17,Mikautadze,VIL,0,,Sa,,,,,,,,,,,,,
18,Calvert-Levin,LEE,0,,Sa,,,,,,,18,Hojlund,NAP,1,,Sa,,,,,,,,,,,,,
19,Balogun,MON,1,,Sa,,,,,,,19,Panichelli,STR,1,,Vi,,,,,,,,,,,,,
20,Matanovic,FRE,0,,Du,,,,,,,20,Douvikas,COM,1,,Sa,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIGHTY MELONS,,N BADESCU,42,,3,,Etapa a 21-a,echipa,puncte,,,FC COJASCA ,,V PARCALABU,42,,3,,Etapa a 21-a,echipa,puncte,,,,,,,,,
PORTARI,,,,,,,BILBAO,BIL,,1,,PORTARI,,,,,,,ATLETICO M,AM,,0,,,,,,,,
1,BILBAO,BIL,1,,Sa,,Schlotterbeck,DOR,2,,,1,ATLETICO M,AM,0,,Sa,,Grimaldo,BL,0,,,,,,,,,
2,LENS,LEN,1,,Vi,,VV Dijk,LIV,2,,,2,MARSEILLE,OM,2,,Du,,De Cuyper,BRI,0,,,,,,,,,
FUNDASI,,,,,#N/A,,C Romero,ESP,2,,,FUNDASI,,,,,#N/A,,Guerreiro,BM,0,,,,,,,,,
3,Dumfries,INT,0,,Sa,,Mingueza,CEL,0,,,3,Grimaldo,BL,0,,Sa,,Schade,BRN,1,,,,,,,,,
4,VV Dijk,LIV,2,,Sa,,Moleiro,VIL,0,,,4,De Cuyper,BRI,0,,Du,,Brandt,DOR,0,,,,,,,,,
5,Mingueza,CEL,0,,Du,,Pulisic,MIL,0,,,5,Guerreiro,BM,0,,Sa,,Claude-Maurice,AUG,1,,,,,,,,,
6,Schlotterbeck,DOR,2,,Sa,,Stage,WB,0,,,6,Marusic,LAZ,0,,Du,,Cherki,MC,0,,,,,,,,,
7,C Romero,ESP,2,,Du,,Marmoush,MC,0,,,7,Rudiger,RM,0,,Lu,,Endrick,LYO,0,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Nkunku,MIL,0,,,MIJLOCASI,,,,,#N/A,,Lewandowski,BAR,1,,,,,,,,,
8,Pulisic,MIL,0,,Du,,Oyarzabal,SOC,0,,,8,Schade,BRN,1,,Sa,,M Thuram,INT,0,,,,,,,,,
9,Tillman,BL,0,,Sa,PUNCTE,39,scor,6,1,,9,Cherki,MC,0,,Sa,PUNCTE,39,scor,3,0,,,,,,,,
10,Lo Celso,BET,0,,Du,,formula,352,,,,10,Brandt,DOR,0,,Sa,,formula,343,,,,,,,,,,
11,Stage,WB,0,,Sa,,,,,,,11,Claude-Maurice,AUG,1,,Vi,,,,,,,,,,,,,
12,B Guimaraes,NEW,0,,Sa,,,,,,,12,Hack,MNG,0,,Sa,,,,,,,,,,,,,
13,Rodri,MC,0,,Sa,,,,,,,13,MacAllistair,LIV,1,,Sa,,,,,,,,,,,,,
14,Moleiro,VIL,0,,Sa,,,,,,,14,Kimmich,BM,1,,Sa,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,Isak,LIV,0,,Sa,,,,,,,15,Lewandowski,BAR,1,,Sa,,,,,,,,,,,,,
16,Mateta,CP,0,,Du,,,,,,,16,M Thuram,INT,0,,Sa,,,,,,,,,,,,,
17,Emegha,STR,0,,Vi,,,,,,,17,Sesko,MU,1,,Du,,,,,,,,,,,,,
18,Marmoush,MC,0,,Sa,,,,,,,18,Openda,JUV,0,,Du,,,,,,,,,,,,,
19,Nkunku,MIL,0,,Du,,,,,,,19,Endrick,LYO,0,,Du,,,,,,,,,,,,,
20,Oyarzabal,SOC,0,,Sa,,,,,,,20,Solanke,TOT,0,,Du,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAPID FETESTI,,P GROZEA,43,,0,,Etapa a 21-a,echipa,puncte,,,FC HERMANSTAR,,A IONITA,37,,3,,Etapa a 21-a,echipa,puncte,,,,,,,,,
PORTARI,,,,,,,CHELSEA,CHE,,2,,PORTARI,,,,,,,AS MONACO,MON,,0,,,,,,,,
1,CHELSEA,CHE,2,,Du,,Ratiu,VLC,0,,,1,INTER M,INT,0,,Sa,,Van de Ven,TOT,0,,,,,,,,,
2,NEWCASTLE,NEW,3,,Sa,,Milenkovic,NOT,0,,,2,AS MONACO,MON,0,,Sa,,Porro,TOT,0,,,,,,,,,
FUNDASI,,,,,#N/A,,Angelino,ROM,0,,,FUNDASI,,,,,#N/A,,Cucurella,CHE,0,,,,,,,,,
3,Frimpong,LIV,0,,Sa,,Mitoma,BRI,0,,,3,Cucurella,CHE,0,,Du,,Niehues,HEI,0,,,,,,,,,
4,Ratiu,VLC,0,,Sa,,Ekkelenkamp,UDI,0,,,4,Porro,TOT,0,,Du,,E Fernandez,CHE,0,,,,,,,,,
5,Milenkovic,NOT,0,,Du,,Kaminski,KOL,0,,,5,Gusto,CHE,0,,Du,,Vitinha,PSG,0,,,,,,,,,
6,Angelino,ROM,0,,Du,,Vlasic,TOR,0,,,6,Marquinhos,PSG,0,,Sa,,Casemiro,MU,0,,,,,,,,,
7,Zehnter,WOL,0,,Du,,L Diaz,BM,0,,,7,Van de Ven,TOT,0,,Du,,Guirassy,DOR,0,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Muriqi,MAL,0,,,MIJLOCASI,,,,,#N/A,,Yamal,BAR,3,,,,,,,,,
8,Guller,RM,0,,Lu,,Ekitike,LIV,1,,,8,Niehues,HEI,0,,Sa,,I Thiago,BRN,1,,,,,,,,,
9,Mitoma,BRI,0,,Du,PUNCTE,43,scor,1,2,,9,E Fernandez,CHE,0,,Du,PUNCTE,34,scor,4,0,,,,,,,,
10,Kudus,TOT,0,,Du,,formula,343,,,,10,Vitinha,PSG,0,,Sa,,formula,343,,,,,,,,,,
11,Tolisso,LYO,1,,Du,,,,,,,11,Modric,MIL,0,,Du,,,,,,,,,,,,,
12,Ekkelenkamp,UDI,0,,Lu,,,,,,,12,F Ruiz,PSG,0,,Sa,,,,,,,,,,,,,
13,Kaminski,KOL,0,,Vi,,,,,,,13,Casemiro,MU,0,,Du,,,,,,,,,,,,,
14,Vlasic,TOR,0,,Du,,,,,,,14,Chaibi,FRA,0,,Du,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,L Diaz,BM,0,,Sa,,,,,,,15,Guirassy,DOR,0,,Sa,,,,,,,,,,,,,
16,L Martinez,INT,0,,Sa,,,,,,,16,Yamal,BAR,3,,Sa,,,,,,,,,,,,,
17,Ekitike,LIV,1,,Sa,,,,,,,17,Richarlison,TOT,0,,Du,,,,,,,,,,,,,
18,Bowen,WH,0,,Sa,,,,,,,18,T Abraham,AV,0,,Vi,,,,,,,,,,,,,
19,Lukaku,NAP,1,,Sa,,,,,,,19,Giroud,LIL,0,,Du,,,,,,,,,,,,,
20,Muriqi,MAL,0,,Sa,,,,,,,20,I Thiago,BRN,1,,Sa,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHELSEA PITESTI,,B FLUTUREL,34,,1,,Etapa a 21-a,echipa,puncte,,,FC PINALTY,,L ALBU,50,,3,,Etapa a 21-a,echipa,puncte,,,,,,,,,
PORTARI,,,,,,,COMO,COM,,1,,PORTARI,,,,,,,ARSENAL,ARS,,1,,,,,,,,
1,LILLE,LIL,0,,Du,,Gosens,FIO,0,,,1,ARSENAL,ARS,1,,Du,,Maguire,MU,0,,,,,,,,,
2,COMO,COM,1,,Sa,,Bensebaini,DOR,0,,,2,SOCIEDAD,SOC,0,,Sa,,L Vazquez,BL,0,,,,,,,,,
FUNDASI,,,,,#N/A,,Munoz,CP,0,,,FUNDASI,,,,,#N/A,,Abdi,NIC,0,,,,,,,,,
3,Gosens,FIO,0,,Lu,,Musiala,BM,0,,,3,Abdi,NIC,0,,Du,,B Fernandes,MU,1,,,,,,,,,
4,Munoz,CP,0,,Du,,Gibbs-White,NOT,1,,,4,Schar,NEW,0,,Sa,,Soucek,WH,1,,,,,,,,,
5,Bensebaini,DOR,0,,Sa,,X Simons,TOT,0,,,5,Dorgu,MU,0,,Du,,Goretzka,BM,0,,,,,,,,,
6,Kehrer,MON,0,,Sa,,Fornals,BET,0,,,6,Maguire,MU,0,,Du,,Zielinski,INT,0,,,,,,,,,
7,C Augusto,INT,0,,Sa,,Jimenez,FUL,0,,,7,L Vazquez,BL,0,,Sa,,Kalimuendo,FRA,0,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Sorloth,AM,0,,,MIJLOCASI,,,,,#N/A,,Semenyo,MC,1,,,,,,,,,
8,X Simons,TOT,0,,Du,,W Said,LEN,0,,,8,B Fernandes,MU,1,,Du,,Cunha,MU,0,,,,,,,,,
9,Gibbs-White,NOT,1,,Du,PUNCTE,33,scor,1,1,,9,Hein,MET,0,,Du,PUNCTE,47,scor,3,1,,,,,,,,
10,Szoboszlai,LIV,0,,Sa,,formula,343,,,,10,N Paz,COM,0,,Sa,,formula,343,,,,,,,,,,
11,A Toure,LH,0,,Sa,,,,,,,11,Soucek,WH,1,,Sa,,,,,,,,,,,,,
12,Fornals,BET,0,,Du,,,,,,,12,Zielinski,INT,0,,Sa,,,,,,,,,,,,,
13,Musiala,BM,0,,Sa,,,,,,,13,Merino,ARS,0,,Du,,,,,,,,,,,,,
14,Soler,SOC,1,,Sa,,,,,,,14,Goretzka,BM,0,,Sa,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,Dembele,PSG,0,,Sa,,,,,,,15,Aubameyang,OM,2,,Du,,,,,,,,,,,,,
16,Sorloth,AM,0,,Sa,,,,,,,16,N Jackson,BM,0,,Sa,,,,,,,,,,,,,
17,W Said,LEN,0,,Vi,,,,,,,17,Semenyo,MC,1,,Sa,,,,,,,,,,,,,
18,Konigsdorffer,HMB,0,,Du,,,,,,,18,Cunha,MU,0,,Du,,,,,,,,,,,,,
19,Jimenez,FUL,0,,Du,,,,,,,19,B Iglesias,CEL,0,,Du,,,,,,,,,,,,,
20,Delap,CHE,0,,Du,,,,,,,20,Kalimuendo,FRA,0,,Du,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC SONICS,,B MILEA,40,,1,,Etapa a 21-a,echipa,puncte,,,SILVA NEGRA,,S CORNEANU,48,,3,,Etapa a 21-a,echipa,puncte,,,,,,,,,
PORTARI,,,,,,,TOTTENHAM,TOT,,2,,PORTARI,,,,,,,REAL M,RM,,1,,,,,,,,
1,ATALANTA,ATA,2,,Du,,TA Arnold,RM,0,,,1,REAL M,RM,1,,Lu,,Baku,LPZ,0,,,,,,,,,
2,TOTTENHAM,TOT,2,,Du,,Kerkez,LIV,0,,,2,FRANKFURT,FRA,0,,Du,,Pavlovic,MIL,2,,,,,,,,,
FUNDASI,,,,,#N/A,,Hakimi,PSG,0,,,FUNDASI,,,,,#N/A,,E Garcia,BAR,0,,,,,,,,,
3,Hakimi,PSG,0,,Sa,,Wirtz,LIV,0,,,3,Ait-Nouri,MC,0,,Sa,,Grifo,FRE,0,,,,,,,,,
4,TA Arnold,RM,0,,Lu,,Foden,MC,0,,,4,Baku,LPZ,0,,Du,,Valverde,RM,0,,,,,,,,,
5,J Tah,BM,0,,Sa,,Promel,HOF,0,,,5,Rrahmani,NAP,0,,Sa,,H Barnes,NEW,0,,,,,,,,,
6,Kerkez,LIV,0,,Sa,,Nusa,LPZ,0,,,6,Pavlovic,MIL,2,,Du,,Palmer,CHE,0,,,,,,,,,
7,R James,CHE,0,,Du,,Doue,PSG,0,,,7,E Garcia,BAR,0,,Sa,,F Torres,BAR,0,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Diomande,LPZ,1,,,MIJLOCASI,,,,,#N/A,,K Yildiz,JUV,0,,,,,,,,,
8,Wirtz,LIV,0,,Sa,,J Alvarez,AM,1,,,8,Palmer,CHE,0,,Du,,Demirovic,STU,0,,,,,,,,,
9,Foden,MC,0,,Sa,PUNCTE,39,scor,2,2,,9,Grifo,FRE,0,,Du,PUNCTE,45,scor,2,1,,,,,,,,
10,Promel,HOF,0,,Sa,,formula,343,,,,10,Calhanoglu,INT,1,,Sa,,formula,343,,,,,,,,,,
11,Karl,BM,0,,Sa,,,,,,,11,Valverde,RM,0,,Lu,,,,,,,,,,,,,
12,Schmid,WB,0,,Sa,,,,,,,12,H Barnes,NEW,0,,Sa,,,,,,,,,,,,,
13,Pasalic,ATA,0,,Du,,,,,,,13,De Ketelaere,ATA,0,,Du,,,,,,,,,,,,,
14,Nusa,LPZ,0,,Du,,,,,,,14,Flemming,BUR,1,,Sa,,,,,,,,,,,,,10/24/2025
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,Mbappe,RM,0,,Lu,,,,,,,15,F Torres,BAR,0,,Sa,,,,,,,,,,,,,
16,J Alvarez,AM,1,,Sa,,,,,,,16,J David,JUV,0,,Du,,,,,,,,,,,,,
17,Doue,PSG,0,,Sa,,,,,,,17,Demirovic,STU,0,,Du,,,,,,,,,,,,,
18,Beier,DOR,0,,Sa,,,,,,,18,Gimenez,MIL,0,,Du,,,,,,,,,,,,,
19,R Leao,MIL,1,,Du,,,,,,,19,K Yildiz,JUV,0,,Du,,,,,,,,,,,,,
20,Diomande,LPZ,1,,Du,,,,,,,20,Immobile,PRS,0,,Du,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC COLENTINA,,M PANA,50,,1,,Etapa a 21-a,echipa,puncte,,,R.A.F.A.,,C MIHALA,38,,1,,Etapa a 21-a,echipa,puncte,,,,,,,,,
PORTARI,,,,,,,AS ROMA,ROM,,3,,PORTARI,,,,,,,AC MILAN,MIL,,0,,,,,,,,
1,AS ROMA,ROM,3,,Du,,A Paredes,BIL,0,,,1,NAPOLI,NAP,1,,Sa,,Huijsen,RM,0,,,,,,,,,
2,VILLAREAL,VIL,4,,Sa,,Wesley,ROM,2,,,2,AC MILAN,MIL,0,,Du,,Hancko,AM,0,,,,,,,,,
FUNDASI,,,,,#N/A,,Bisseck,INT,0,,,FUNDASI,,,,,#N/A,,Senesi,BOU,0,,,,,,,,,
3,Wesley,ROM,2,,Du,,H Wilson,FUL,1,,,3,Huijsen,RM,0,,Lu,,Baena,AM,0,,,,,,,,,
4,Oppie,STP,0,,Sa,,Nartey,LYO,0,,,4,Bremer,JUV,0,,Du,,Wissa,NEW,0,,,,,,,,,
5,Romero,TOT,0,,Du,,Del Castillo,BRE,0,,,5,Hancko,AM,0,,Sa,,Zaniolo,UDI,0,,,,,,,,,
6,A Paredes,BIL,0,,Sa,,Dewsbury-Hall,EVE,0,,,6,Struijk,LEE,0,,Sa,,M Rogers,AV,0,,,,,,,,,
7,Bisseck,INT,0,,Sa,,Haaland,MC,0,,,7,Senesi,BOU,0,,Sa,,S Larsen,CP,0,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Watkins,AV,0,,,MIJLOCASI,,,,,#N/A,,Edouard,LEN,0,,,,,,,,,
8,Nartey,LYO,0,,Du,,Thauvin,LEN,0,,,8,Wissa,NEW,0,,Sa,,M Kean,FIO,0,,,,,,,,,
9,Murphy,NEW,1,,Sa,PUNCTE,49,scor,3,3,,9,Nebel,MAI,0,,Sa,PUNCTE,37,,0,0,,,,,,,,
10,Lee JS,MAI,0,,Sa,,formula,343,,,,10,De Bruyne,NAP,0,,Sa,,formula,343,,,,,,,,,,
11,Dewsbury-Hall,EVE,0,,Sa,,,,,,,11,Uzun,FRA,0,,Du,,,,,,,,,,,,,
12,Del Castillo,BRE,0,,Du,,,,,,,12,Baena,AM,0,,Sa,,,,,,,,,,,,,
13,H Wilson,FUL,1,,Du,,,,,,,13,M Rogers,AV,0,,Vi,,,,,,,,,,,,,
14,Baturina,COM,0,,Sa,,,,,,,14,Zaniolo,UDI,0,,Lu,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,Haaland,MC,0,,Sa,,,,,,,15,M Kean,FIO,0,,Lu,,,,,,,,,,,,,
16,Watkins,AV,0,,Vi,,,,,,,16,Budimir,OSA,0,,Du,,,,,,,,,,,,,
17,Biereth,MON,0,,Sa,,,,,,,17,Mbeumo,MU,0,,Du,,,,,,,,,,,,,
18,Castellanos,WH,1,,Sa,,,,,,,18,Edouard,LEN,0,,Vi,,,,,,,,,,,,,
19,Scamacca,ATA,0,,Du,,,,,,,19,S Larsen,CP,0,,Du,,,,,,,,,,,,,
20,Thauvin,LEN,0,,Vi,,,,,,,20,Ajorque,BRE,1,,Du,,,,,,,,,,,,,
