TUNETUL FC,,A ISPAS,21,,3,,Etapa a 12-a,echipa,puncte,,,BOBA JUNIORS,,S BOBEICA,19,,0,,Etapa a 12-a,echipa,puncte,,,,,,,,,
9,Mitoma,BRI,0,,Sa,PUNCTE,24,scor,3,0,,9,E Fernandez,CHE,0,,Sa,PUNCTE,18,scor,1,1,,,,,,,,
10,Kudus,TOT,0,,Du,,formula,343,,,,10,Vitinha,PSG,0,,Sa,,formula,343,,,,,,,,,,
11,Tolisso,LYO,0,,Du,,,,,,,11,Modric,MIL,0,,Du,,,,,,,,,,,,,
12,B Diaz,RM,0,,Du,,,,,,,12,F Ruiz,PSG,0,,Sa,,,,,,,,,,,,,
13,Kaminski,KOL,0,,Sa,,,,,,,13,Casemiro,MU,1,,Lu,,,,,,,,,,,,,
14,Vlasic,TOR,1,,Sa,,,,,,,14,Chaibi,FRA,0,,Sa,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,L Diaz,BM,0,,Du,,,,,,,15,Guirassy,DOR,0,,Du,,,,,,,,,,,,,
16,L Martinez,INT,1,,Du,,,,,,,16,Yamal,BAR,0,,Sa,,,,,,,,,,,,,
17,Ekitike,LIV,2,,Sa,,,,,,,17,Richarlison,TOT,0,,Du,,,,,,,,,,,,,
18,Bowen,WH,1,,Du,,,,,,,18,Boniface,WB,0,,Du,,,,,,,,,,,,,
19,Gakpo,LIV,0,,Sa,,,,,,,19,Giroud,LIL,0,,Du,,,,,,,,,,,,,
20,Ferguson,ROM,0,,Lu,,,,,,,20,I Thiago,BRN,0,,Du,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHELSEA PITESTI,,B FLUTUREL,18,,0,,Etapa a 12-a,echipa,puncte,,,FC PINALTY,,L ALBU,31,,3,,Etapa a 12-a,echipa,puncte,,,,,,,,,
PORTARI,,,,,,,LILLE,LIL,,3,,PORTARI,,,,,,,ARSENAL,ARS,,1,,,,,,,,
1,LILLE,LIL,3,,Du,,C Augusto,INT,0,,,1,ARSENAL,ARS,1,,Sa,,Schar,NEW,0,,,,,,,,,
2,NICE,NIC,2,,Du,,Bensebaini,DOR,2,,,2,SOCIEDAD,SOC,2,,Vi,,J Rodriguez,CEL,0,,,,,,,,,
FUNDASI,,,,,#N/A,,C Augusto,INT,0,,,FUNDASI,,,,,#N/A,,L Vazquez,BL,0,,,,,,,,,
3,Gosens,FIO,0,,Du,,X Simons,TOT,0,,,3,Abdi,NIC,0,,Du,,B Fernandes,MU,1,,,,,,,,,
4,Munoz,CP,0,,Du,,Gibbs-White,NOT,0,,,4,Schar,NEW,0,,Du,,Goretzka,BM,0,,,,,,,,,
5,Bensebaini,DOR,2,,Du,,Soler,SOC,0,,,5,J Rodriguez,CEL,0,,Du,,N Paz,COM,0,,,,,,,,,
6,Kehrer,MON,0,,Du,,Szoboszlai,LIV,0,,,6,Maguire,MU,0,,Lu,,Merino,ARS,0,,,,,,,,,
7,C Augusto,INT,0,,Du,,Sorloth,AM,0,,,7,L Vazquez,BL,0,,Sa,,Aubameyang,OM,0,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Konigsdorffer,HMB,0,,,MIJLOCASI,,,,,#N/A,,Semenyo,BOU,1,,,,,,,,,
8,X Simons,TOT,0,,Du,,Jimenez,FUL,0,,,8,B Fernandes,MU,1,,Lu,,Cunha,MU,1,,,,,,,,,
9,Gibbs-White,NOT,0,,Du,PUNCTE,18,scor,2,3,,9,Hein,MET,0,,Sa,PUNCTE,28,scor,3,1,,,,,,,,
10,Szoboszlai,LIV,0,,Sa,,formula,343,,,,10,N Paz,COM,0,,Lu,,formula,343,,,,,,,,,,
11,A Toure,LH,0,,Du,,,,,,,11,Soucek,WH,0,,Du,,,,,,,,,,,,,
12,D James,LEE,0,,Du,,,,,,,12,Lee Kang-In,PSG,0,,Sa,,,,,,,,,,,,,
13,Musiala,BM,0,,Du,,,,,,,13,Merino,ARS,0,,Sa,,,,,,,,,,,,,
14,Soler,SOC,0,,Vi,,,,,,,14,Goretzka,BM,0,,Du,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,Dembele,PSG,0,,Sa,,,,,,,15,Aubameyang,OM,0,,Du,,,,,,,,,,,,,
16,Sorloth,AM,0,,Sa,,,,,,,16,N Jackson,BM,0,,Du,,,,,,,,,,,,,
17,Wood,NOT,0,,Du,,,,,,,17,Semenyo,BOU,1,,Lu,,,,,,,,,,,,,
18,Konigsdorffer,HMB,0,,Sa,,,,,,,18,Cunha,MU,1,,Lu,,,,,,,,,,,,,
19,Jimenez,FUL,0,,Sa,,,,,,,19,Kolo Muani,TOT,0,,Du,,,,,,,,,,,,,
20,Delap,CHE,0,,Sa,,,,,,1,20,Kalimuendo,NOT,0,,Du,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC SONICS,,B MILEA,22,,3,,Etapa a 12-a,echipa,puncte,,,SILVA NEGRA,,S CORNEANU,26,,1,,Etapa a 12-a,echipa,puncte,,,,,,,,,
PORTARI,,,,,,,ATALANTA,ATA,,1,,PORTARI,,,,,,,REAL M,RM,,1,,,,,,,,
1,ATALANTA,ATA,1,,Sa,,Kerkez,LIV,0,,,1,REAL M,RM,1,,Du,,E Garcia,BAR,0,,,,,,,,,
2,TOTTENHAM,TOT,3,,Du,,J Tah,BM,0,,,2,FRANKFURT,FRA,0,,Sa,,Pavlovic,MIL,0,,,,,,,,,
FUNDASI,,,,,#N/A,,R James,CHE,0,,,FUNDASI,,,,,#N/A,,Rrahmani,NAP,0,,,,,,,,,
3,Hakimi,PSG,0,,Sa,,Wirtz,LIV,0,,,3,Ait-Nouri,MC,0,,Du,,Calhanoglu,INT,0,,,,,,,,,
4,TA Arnold,RM,0,,Du,,Schmid,WB,0,,,4,Baku,LPZ,0,,Vi,,Valverde,RM,0,,,,,,,,,
5,J Tah,BM,0,,Du,,Minamino,MON,0,,,5,Rrahmani,NAP,0,,Du,,H Barnes,NEW,0,,,,,,,,,
6,Kerkez,LIV,0,,Sa,,Foden,MC,1,,,6,Pavlovic,MIL,0,,Du,,Palmer,CHE,1,,,,,,,,,
7,R James,CHE,0,,Sa,,R Leao,MIL,0,,,7,E Garcia,BAR,0,,Sa,,Vlahovic,JUV,0,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Mbappe,RM,1,,,MIJLOCASI,,,,,#N/A,,Igamane,LIL,0,,,,,,,,,
8,Wirtz,LIV,0,,Sa,,J Alvarez,AM,0,,,8,Palmer,CHE,1,,Sa,,F Torres,BAR,0,,,,,,,,,
9,Foden,MC,1,,Du,PUNCTE,19,scor,2,1,,9,Grifo,FRE,0,,Du,PUNCTE,25,scor,1,1,,,,,,,,
10,Ben Seghir,BL,0,,Sa,,formula,343,,,,10,Calhanoglu,INT,0,,Du,,formula,343,,,,,,,,,,
11,Minamino,MON,0,,Du,,,,,,,11,Valverde,RM,0,,Du,,,,,,,,,,,,,
12,Schmid,WB,0,,Du,,,,,,,12,H Barnes,NEW,0,,Du,,,,,,,,,,,,,
13,Pasalic,ATA,0,,Sa,,,,,,,13,Stanciu,GEN,0,,Du,,,,,,,,,,,,,
14,Nusa,LPZ,0,,Vi,,,,,,,14,Flemming,BUR,0,,Sa,,,,,,,,,,,,,10/24/2025
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,Mbappe,RM,1,,Du,,,,,,,15,F Torres,BAR,0,,Sa,,,,,,,,,,,,,
16,J Alvarez,AM,0,,Sa,,,,,,,16,Vlahovic,JUV,0,,Du,,,,,,,,,,,,,
17,Doue,PSG,1,,Sa,,,,,,,17,Demirovic,STU,0,,Du,,,,,,,,,,,,,
18,Beier,DOR,0,,Du,,,,,,,18,Gimenez,MIL,0,,Du,,,,,,,,,,,,,
19,R Leao,MIL,0,,Du,,,,,,,19,Igamane,LIL,0,,Du,,,,,,,,,,,,,
20,Minteh,BRI,0,,Sa,,,,,,,20,Immobile,BOL,0,,Du,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC COLENTINA,,M PANA,34,,3,,Etapa a 12-a,echipa,puncte,,,R.A.F.A.,,C MIHALA,15,,0,,Etapa a 12-a,echipa,puncte,,,,,,,,,
PORTARI,,,,,,,VILLAREAL,VIL,,R,,PORTARI,,,,,,,AC MILAN,MIL,,2,,,,,,,,
1,AS ROMA,ROM,0,,Lu,,Wesley,ROM,2,,,1,NAPOLI,NAP,1,,Du,,Struijk,LEE,0,,,,,,,,,
2,VILLAREAL,VIL,R,LEV - VIL,Du,,Romero,TOT,0,,,2,AC MILAN,MIL,2,,Du,,Hancko,AM,0,,,,,,,,,
FUNDASI,,,,,#N/A,,Oppie,STP,0,,,FUNDASI,,,,,#N/A,,Senesi,BOU,0,,,,,,,,,
3,Wesley,ROM,2,,Lu,,Mount,MU,0,,,3,Huijsen,RM,0,,Du,,Baena,AM,0,,,,,,,,,
4,Oppie,STP,0,,Sa,,Del Castillo,BRE,0,,,4,Bremer,JUV,0,,Du,,Wissa,NEW,0,,,,,,,,,
5,Romero,TOT,0,,Du,,Dewsbury-Hall,EVE,0,,,5,Hancko,AM,0,,Sa,,Arias,WLV,0,,,,,,,,,
6,A Paredes,BIL,0,,Du,,Murphy,NEW,0,,,6,Struijk,LEE,0,,Du,,Uzun,FRA,0,,,,,,,,,
7,Bisseck,INT,2,,Du,,Haaland,MC,2,,,7,Senesi,BOU,0,,Lu,,Mbeumo,MU,0,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Scamacca,ATA,2,,,MIJLOCASI,,,,,#N/A,,Budimir,OSA,0,,,,,,,,,
8,Mount,MU,0,,Lu,,Thauvin,LEN,0,,,8,Wissa,NEW,0,,Du,,M Kean,FIO,0,,,,,,,,,
9,Murphy,NEW,0,,Du,PUNCTE,31,scor,6,0,,9,Nebel,MAI,0,,Du,PUNCTE,15,,0,2,,,,,,,,
10,Lee JS,MAI,1,,Du,,formula,343,,,,10,De Bruyne,NAP,0,,Du,,formula,343,,,,,,,,,,
11,Dewsbury-Hall,EVE,0,,Sa,,,,,,,11,Uzun,FRA,0,,Sa,,,,,,,,,,,,,
12,Del Castillo,BRE,0,,Sa,,,,,,,12,Baena,AM,0,,Sa,,,,,,,,,,,,,
13,P Torre,MAL,0,,Sa,,,,,,,13,H Elliot,AV,0,,Du,,,,,,,,,,,,,
14,Blas,REN,0,,Sa,,,,,,,14,Arias,WLV,0,,Sa,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,
15,Haaland,MC,2,,Du,,,,,,,15,M Kean,FIO,0,,Du,,,,,,,,,,,,,
16,Watkins,AV,0,,Du,,,,,,,16,Budimir,OSA,0,,Sa,,,,,,,,,,,,,
17,Biereth,MON,0,,Du,,,,,,,17,Mbeumo,MU,0,,Lu,,,,,,,,,,,,,
18,Castellanos,LAZ,0,,Sa,,,,,,,18,Kleindiest,MNG,0,,Sa,,,,,,,,,,,,,
19,Scamacca,ATA,2,,Sa,,,,,,,19,S Larsen,WLV,0,,Sa,,,,,,,,,,,,,
20,Thauvin,LEN,0,,Du,,,,,,,20,Ajorque,BRE,0,,Sa,,,,,,,,,,,,,
