BRITANICII,,D MOLAN,35,,3,,Etapa a 17-a,echipa,puncte,,,FC MUMU LU' TALPANU',,L MOLAN,33,,1,,Etapa a 17-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restante,Restante
PORTARI,,,,,,,LENS,LEN,,0,,PORTARI,,,,,,,CHELSEA,CHE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,JUVENTUS,JUV,1,,Du,,Bard,NIC,0,,,1,MAN CITY,MC,2,,Du,,Grimaldo,BL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,LENS,LEN,0,,Vi,,Cambiaso,LH,0,1,,2,CHELSEA,CHE,2,,Sa,,Sugawara,WB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDASI,,,,,#N/A,,Wesley,JUV,0,,,FUNDASI,,,,,#N/A,,Di Lorenzo,NAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,F Doucoure,LH,0,,Vi,,Haraldsson,LIL,0,,,3,Frimpong,LIV,0,,Sa,,Palazon,VLC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Wesley,ROM,0,,Lu,,Thielmann,KOL,0,,,4,Grimaldo,BL,0,,Sa,,Zaccagni,LAZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Methalie,TOU,0,,Du,,Doan,FRA,0,,,5,Cucurella,CHE,2,,Sa,,Oroz,OSA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Bard,NIC,0,,Du,,Vlasic,TOR,0,,,6,Di Lorenzo,NAP,0,,Sa,,Almada,AM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Cambiaso,JUV,0,-1,Du,,M Thuram,INT,0,,,7,Sugawara,WB,0,,Sa,,Haaland,MC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Evanilson,BOU,0,,,MIJLOCASI,,,,,#N/A,,Mbeumo,MU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Doan,FRA,0,,Sa,,Wahi,NIC,1,,,8,Zaccagni,LAZ,0,,Vi,,Oyarzabal,SOC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Haraldsson,LIL,0,,Du,PUNCTE,22,,1,1,,9,Almada,AM,0,,Sa,PUNCTE,42,scor,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Komur,AUG,0,,Sa,,formula,343,,,,10,Oroz,OSA,0,,Sa,,formula,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Schmid,WB,0,,Sa,,,,,,,11,Palazon,VLC,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Thielmann,KOL,0,,Vi,,,,,,,12,Del Castillo,BRE,1,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Dewsbury-Hall,EVE,0,,Sa,,,,,,,13,Vargas,SEV,0,,Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Vlasic,TOR,0,,Du,,,,,,,14,Lee Kang-In,PSG,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Schick,BL,0,,Sa,,,,,,,15,Haaland,MC,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,M Thuram,INT,0,,Du,,,,,,,16,Mikautadze,VIL,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Evanilson,BOU,0,,Sa,,,,,,,17,Mbeumo,MU,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,H Duro,VAL,0,,Du,,,,,,,18,Oyarzabal,SOC,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,N Pepe,VIL,0,,Sa,,,,,,,19,Embolo,REN,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Wahi,NIC,1,,Du,,,,,,,20,Garnacho,CHE,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS STEAUA FERENTARI,,F CEAFALAU,37,,3,,Etapa a 17-a,echipa,puncte,,,THE GUNNERS,,D SONERIU,46,,3,,Etapa a 17-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTARI,,,,,,,BARCELONA,BAR,,1,,PORTARI,,,,,,,VILLAREAL,VIL,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,BARCELONA,BAR,1,,Sa,,Ruibal,BET,0,,,1,LYON,LYO,0,,Du,,Kubler,FRE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ATALANTA,ATA,0,,Du,,Beste,FRE,0,,,2,VILLAREAL,VIL,2,,Sa,,Muheim,HMB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDASI,,,,,#N/A,,Chalobah,CHE,0,,,FUNDASI,,,,,#N/A,,Cabrera,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Chalobah,CHE,0,,Sa,,El Mala,KOL,0,,,3,Kubler,FRE,0,,Du,,Uzun,FRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,R Gomes,WLV,0,,Sa,,E Fernandez,CHE,1,,,4,Diks,MNG,0,,Sa,,Smith Rowe,FUL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Kounde,BAR,0,,Sa,,Olmo,BAR,0,,,5,Cabrera,ESP,0,,Vi,,Guler,RM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Ruibal,BET,0,,Du,,Fermin L,BAR,0,,,6,Muheim,HMB,0,,Sa,,H Traore,OM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Beste,FRE,0,,Du,,S Larsen,WLV,0,,,7,Rrahmani,NAP,0,,Sa,,Kramaric,HOF,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIJLOCASI,,,,,#N/A,,L Diaz,BM,1,,,MIJLOCASI,,,,,#N/A,,Scamacca,ATA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Olmo,BAR,0,,Sa,,Ekitike,LIV,2,,,8,De Bruyne,NAP,0,,Sa,,Mbappe,RM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Amiri,MAI,1,,Sa,PUNCTE,34,scor,4,1,,9,Uzun,FRA,0,,Sa,PUNCTE,43,scor,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,E Fernandez,CHE,1,,Sa,,formula,343,,,,10,Guler,RM,0,,Du,,formula,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Zielinski,INT,0,,#REF!,,,,,,,11,H Traore,OM,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Fermin L,BAR,0,,Sa,,,,,,,12,Anguissa,NAP,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Karabec,LYO,0,,Du,,,,,,,13,Nwaneri,OM,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,El Mala,KOL,0,,Vi,,,,,,,14,Smith Rowe,HOF,0,Promel,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,L Diaz,BM,1,,Sa,,,,,,,15,Mbappe,RM,1,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Ekitike,LIV,2,,Sa,,,,,,,16,Barcola,PSG,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,A Adams,SEV,0,,Lu,,,,,,,17,Puado,ESP,0,,Vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Tabakovic,MNG,0,,Sa,,,,,,,18,Scamacca,ATA,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,S Larsen,CP,0,,Du,,,,,,,19,B Johnson,CP,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Vlahovic,JUV,0,,Du,,,,,,,20,Kramaric,HOF,2,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METALU' BOB,,A BOBEICA,32,,3,,Etapa a 17-a,echipa,puncte,,,FC HUTU,,M HUTU,28,,1,,Etapa a 17-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTARI,,,,,,,LILLE,LIL,,1,,PORTARI,,,,,,,MAN UTD,BOL,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,LILLE,LIL,1,,Du,,Del Prato,PAR,0,,,1,CELTA,CEL,0,,Du,,Senesi,BOU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,TOTTENHAM,TOT,2,,Du,,L Vazquez,BL,0,,,2,MAN UTD,MU,2,,Du,,Milenkovic,NOT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDASI,,,,,#N/A,,M Alonso,CEL,0,,,FUNDASI,,,,,#N/A,,Guehi,MC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Freeman,VIL,0,,Sa,,Grifo,FRE,0,,,3,Bremer,JUV,4,,Du,,McTomminay,NAP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Del Prato,PAR,0,,Du,,Valverde,RM,0,,,4,Huijsen,RM,0,,Du,,Szoboszlai,LIV,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L Vazquez,BL,0,,Sa,,Cherki,MC,1,,,5,Milenkovic,NOT,0,,Du,,B Fernandes,MU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Dorgu,MU,0,,Du,,Claude-Maurice,AUG,0,,,6,Guehi,MC,0,,Du,,D Rice,ARS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,M Alonso,CEL,0,,Du,,Gyokeres,ARS,1,,,7,Senesi,BOU,0,,Sa,,H Kane,BM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Sorloth,AM,0,,,MIJLOCASI,,,,,#N/A,,Vinicius Jr,RM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Grifo,FRE,0,,Du,,Panichelli,STR,0,,,8,McTomminay,NAP,0,,Sa,,Saka,ARS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Cherki,MC,1,,Du,PUNCTE,29,scor,2,1,,9,B Fernandes,MU,0,,Du,PUNCTE,27,scor,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Soucek,WH,0,,Sa,,formula,343,,,,10,Fornals,BET,0,,Du,,formula,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Grealish,EVE,0,,Sa,,,,,,,11,H Barnes,NEW,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Claude-Maurice,AUG,0,,Sa,,,,,,,12,Szoboszlai,LIV,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Valverde,RM,0,,Du,,,,,,,13,MacAllister,LIV,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Pogba,MON,0,,Sa,,,,,,,14,D Rice,ARS,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Gyokeres,ARS,1,,Sa,,,,,,,15,H Kane,BM,1,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Sorloth,AM,0,,Sa,,,,,,,16,Vinicius Jr,RM,1,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Diomande,LPZ,0,,Sa,,,,,,,17,Saka,ARS,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Panichelli,STR,0,,Du,,,,,,,18,Summerville,WH,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,C Hernandez,BET,0,,Du,,,,,,,19,Sesko,MU,1,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Lookman,AM,0,,Sa,,,,,,,20,Ndiaye,EVE,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IONEL MESSI,,B CHIRILA,49,,3,,Etapa a 17-a,echipa,puncte,,,JUVERPOOL,,G DINCA,35,,3,,Etapa a 17-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTARI,,,,,,,NAPOLI,NAP,,1,,PORTARI,,,,,,,INTER M,INT,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,NAPOLI,NAP,1,,Sa,,Baku,LPZ,0,,,1,INTER M,INT,0,,Du,,Cresswell,TOU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
