BRITANICII,,D MOLAN,29,,0,,Etapa a 14-a,echipa,puncte,,,FC MUMU LU' TALPANU',,L MOLAN,23,,0,,Etapa a 14-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restante,Restante
PORTARI,,,,,,,ARSENAL,ARS,,2,,PORTARI,,,,,,,LIVERPOOL,LIV,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ARSENAL,ARS,2,,Sa,,Bogle,LEE,0,,,1,LIVERPOOL,LIV,2,,Du,,E Garcia,BAR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,GETAFE,GET,1,,Vi,,Gosens,FIO,0,,,2,SOCIEDAD,SOC,1,,Du,,J Tah,BM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDASI,,,,,#N/A,,Krejci,WLV,0,,,FUNDASI,,,,,#N/A,,Clauss,NIC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Gosens,FIO,0,,Du,,Wirtz,LIV,1,,,3,Munoz,CP,0,,Du,,Schade,BRN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Struijk,LEE,0,,Du,,Tillman,BL,0,,,4,Abdi,NIC,0,,Sa,,Kudus,TOT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Bogle,LEE,0,,Du,,Soler,SOC,0,,,5,E Garcia,BAR,0,,Sa,,Pulisic,MIL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Krejci,WLV,0,,Sa,,Stage,WB,0,,,6,Clauss,NIC,0,,Sa,,Rabiot,MIL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Kehrer,MON,0,,Sa,,Raphinia,BAR,0,,,7,J Tah,BM,0,BM-WOL,R,,Mitoma,BRI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Woltemade,NEW,0,,,MIJLOCASI,,,,,#N/A,,Watkins,AV,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Wirtz,LIV,1,,Du,,J David,JUV,0,,,8,Pulisic,MIL,0,,Vi,,Biereth,MON,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Tillman,BL,0,BL-STU,R,PUNCTE,29,scor,1,2,,9,Mitoma,BRI,0,,Sa,PUNCTE,23,scor,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A Toure,LH,0,,Du,,formula,343,,,,10,Schade,BRN,0,,Du,,formula,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D James,LEE,0,,Du,,,,,,,11,Kudus,TOT,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Stage,WB,0,WB-HOF,R,,,,,,,12,Rabiot,MIL,0,,Vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Soler,SOC,0,,Du,,,,,,,13,Musiala,BM,0,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Flemming,BUR,0,,Sa,,,,,,,14,Murphy,NEW,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Raphinia,BAR,0,,Sa,,,,,,,15,Salah,LIV,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,J David,JUV,0,,Sa,,,,,,,16,Watkins,AV,1,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Woltemade,NEW,0,,Du,,,,,,,17,Biereth,MON,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Gimenez,MIL,0,,Vi,,,,,,,18,Kalimuendo,NOT,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Moffi,NIC,0,,Sa,,,,,,,19,Beier,DOR,1,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Delap,CHE,0,,Du,,,,,,,20,Immobile,BOL,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLOBOZ,,A COSTEIU,23,,1,,Etapa a 14-a,echipa,puncte,,,THE CRYSTAL SHIP,,C ROSU,35,,3,,Etapa a 14-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTARI,,,,,,,PARIS SG,PSG,,1,,PORTARI,,,,,,,ATLETICO M,AM,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PARIS SG,PSG,1,,Du,,A Paredes,BIL,0,,,1,ATLETICO M,AM,1,,Du,,Zortea,BOL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FIORENTINA,FIO,0,,Du,,Schlotterbeck,AUG,0,,,2,BETIS,BET,5,,Du,,Dodo,FIO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDASI,,,,,#N/A,,Cubarsi,BAR,0,,,FUNDASI,,,,,#N/A,,C Augusto,INT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Schlotterbeck,AUG,0,MNG-AUG,R,,Reijnders,MC,1,,,3,Angelino,ROM,0,,Sa,,Goretzka,BM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A Paredes,BIL,0,,Sa,,O'Rilley,OM,0,,,4,Dodo,FIO,0,,Du,,Nebel,MAI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Ait-Nouri,MC,0,,Du,,Bellingham,RM,0,,,5,Zortea,BOL,0,,Du,,Brandt,DOR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Cubarsi,BAR,0,,Sa,,Kimmich,BM,0,,,6,C Augusto,INT,0,,Du,,Pedri,BAR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Rudiger,RM,0,,Du,,Yamal,BAR,0,,,7,Carvajal,RM,0,,Du,,Budimir,OSA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Giroud,MON,0,,,MIJLOCASI,,,,,#N/A,,Lewandowski,BAR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Bellingham,RM,0,,Du,,Mateta,CP,0,,,8,Nebel,MAI,0,UB-MAI,R,,I Thiago,BRN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
