,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IONEL MESSI,,B CHIRILA,66,,3,,Etapa a 24-a,echipa,puncte,,,JUVERPOOL,,G DINCA,51,,3,,Etapa a 24-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTARI,,,,,,,COMO,COM,,0,,PORTARI,,,,,,,AC MILAN,MIL,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,NAPOLI,NAP,0,,Vi,,Baku,LPZ,0,,,1,INTER M,INT,1,,Du,,Dumfries,INT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,COMO,COM,0,,Du,,Dimarco,INT,0,,,2,AC MILAN,MIL,2,,Sa,,Vuskovic,HMB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDASI,,,,,#N/A,,Guerreiro,BM,0,,,FUNDASI,,,,,#N/A,,TA Arnold,RM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Dimarco,INT,0,,Du,,Moleiro,VIL,0,,,3,Dumfries,INT,0,,Du,,Sulc,LYO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Guerreiro,BM,0,,Sa,,Nusa,LPZ,0,,,4,Kristensen,FRA,0,,Du,,Kebbal,PRS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Baku,LPZ,0,,Vi,,Baturina,COM,1,,,5,TA Arnold,RM,0,,Du,,Arambarri,GET,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Vojvoda,COM,0,,Du,,Baumgartner,LPZ,2,,,6,Cresswell,TOU,0,,Sa,,Doumbia,BRE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Lejeune,VLC,0,,Du,,Hojlund,NAP,0,,,7,Vuskovic,HMB,0,,Sa,,Guirassy,DOR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Greenwood,OM,0,,,MIJLOCASI,,,,,#N/A,,Amoura,WOL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Akliouche,MON,1,,Du,,Cunha,MU,0,,,8,Wissa,NEW,0,,Du,,Malen,ROM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Foden,MC,R,,R,PUNCTE,63,scor,3,0,,9,Kebbal,PRS,0,,Du,PUNCTE,48,scor,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Moleiro,VIL,0,,Vi,,formula,343,,,,10,Arambarri,GET,1,,Sa,,formula,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Karl,BM,0,,Sa,,,,,,,11,Sulc,LYO,1,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Baturina,COM,1,,Du,,,,,,,12,Isco,BET,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Baumgartner,LPZ,2,,Vi,,,,,,,13,Brugue,LEV,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Nusa,LPZ,0,,Vi,,,,,,,14,Doumbia,BRE,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,L Martinez,INT,0,,Du,,,,,,,15,Guirassy,DOR,1,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Greenwood,OM,0,,Du,,,,,,,16,Malen,ROM,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Demirovic,STU,1,,Du,,,,,,,17,Amoura,WOL,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Castellanos,WH,0,,Du,,,,,,,18,Gnabry,BM,2,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Cunha,MU,0,,Vi,,,,,,,19,Lukaku,NAP,0,,Vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Hojlund,NAP,0,,Vi,,,,,,,20,Vanat,GIR,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEI, CARTIER DE TREI LEI",,I ALEXANDRU,41,,3,,Etapa a 24-a,echipa,,,,PAVEL NEDVED,,D ROSU,45,,1,,Etapa a 24-a,echipa,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTARI,,,,,,,BAYERN M,BM,,0,,PORTARI,,,,,,,BILBAO,BIL,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,BAYERN M,BM,0,,Sa,,Zehnter,WOL,0,,,1,BILBAO,BIL,1,,Du,,Timber,ARS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,LEIPZIG,LPZ,0,,Vi,,Hakimi,PSG,0,,,2,TOULOUSE,TOU,0,,Sa,,Romero,TOT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDASI,,,,,#N/A,,Gabriel,ARS,0,,,FUNDASI,,,,,#N/A,,Van de Ven,TOT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Hakimi,PSG,0,,Sa,,X Simons,TOT,0,,,3,Schar,NEW,0,,Du,,Pasalic,ATA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Gabriel,ARS,0,DA,Mi,,Kaminski,KOL,0,,,4,Romero,TOT,0,,Du,,M Rogers,AV,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Diakite,BOU,0,,Vi,,Casemiro,MUN,0,,,5,Van de Ven,TOT,0,,Du,,Olise,BM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Zehnter,WOL,0,,Sa,,Mandragora,FIO,0,,,6,Timber,ARS,0,DA,Mi,,Eze,ARS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Estupinan,MIL,0,,Sa,,I Sarr,CP,R,,,7,Savona,NOT,0,,Du,,Burkardt,FRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIJLOCASI,,,,,#N/A,,Bowen,WH,0,,,MIJLOCASI,,,,,#N/A,,Romulo,LPZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,X Simons,TOT,0,,Du,,Undav,STU,2,,,8,Olise,BM,1,,Sa,,Lepaul,REN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Minamino,MON,0,,Du,PUNCTE,38,scor,2,0,,9,Eze,ARS,0,DA,Mi,PUNCTE,44,scor,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Kaminski,KOL,0,,Sa,,formula,343,,,,10,Calhanoglu,INT,0,,Du,,formula,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Casemiro,MU,0,,Vi,,,,,,,11,B Guimaraes,NEW,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Tavernier,BOU,0,,Vi,,,,,,,12,Modric,MIL,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Zhegrova,JUV,0,,Sa,,,,,,,13,Pasalic,ATA,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Mandragora,FIO,0,,Du,,,,,,,14,M Rogers,AV,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATACANTI,,,,,#N/A,,,,,,,ATACANTI,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Isak,LIV,0,,Sa,,,,,,,15,Emegha,STR,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Bowen,WH,0,,Du,,,,,,,16,Burkardt,FRA,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Soule,ROM,0,,Du,,,,,,,17,Romulo,LPZ,0,,Vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,T Barry,EVE,0,,Sa,,,,,,,18,Lepaul,REN,0,,Du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,I Sarr,CP,R,MC-CP,R,,,,,,,19,W Said,LEN,0,,Vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Undav,STU,2,,Du,,,,,,,20,R Leao,MIL,0,,Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC ROMANIA,,ROM,#N/A,,#N/A,,Etapa a 1-a,,puncte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTARI,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,I Radu,CEL,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,M Popa,TOR,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDASI,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Dragusin,TOT,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Ratiu,VLC,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Akdag,TOU,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIJLOCASI,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,M Marin,PIS,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Stanciu,GEN,,,,PUNCTE,0,scor,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Boloca,SAS,,,,,formula,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATACANTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
